payment_id,ride_id,amount,payment_mode,payment_status,transaction_id,timestamp,wallet_used,cashback_applied
PAY0029110,RID0032606,61.92,Wallet,Success,TXN217744155515,2024-10-30 21:20:19,1,
PAY0029111,RID0032607,103.74,Wallet,Refunded,TXN984724812015,2025-09-26 02:24:15,1,
PAY0029112,RID0032608,74.54,Credit Card,Success,TXN356391083534,2024-02-02 05:54:54,0,
PAY0029113,RID0032610,110.16,Cash,Success,,2025-10-03 09:03:14,0,
PAY0029114,RID0032611,67.97,Credit Card,Success,TXN567285602566,2026-05-17 01:36:58,0,
PAY0029115,RID0032612,68.52,Wallet,Success,TXN779056200716,2026-04-02 06:46:52,1,
PAY0029116,RID0032613,71.28,UPI,Refunded,TXN175389420080,2026-02-05 02:45:58,0,
PAY0029117,RID0032614,146.88,Cash,Success,,2024-08-26 07:29:26,0,
PAY0029118,RID0032615,129.78,Cash,Refunded,,2025-07-21 16:55:01,0,
PAY0029119,RID0032616,83.09,Cash,Success,,2025-08-28 00:14:20,0,
PAY0029120,RID0032617,118.22,Debit Card,Success,TXN217415016532,2024-11-04 20:36:03,0,
PAY0029121,RID0032618,63.72,Credit Card,Success,TXN816110021509,2024-02-07 04:50:20,0,
PAY0029122,RID0032619,150.6,Cash,Success,,2024-08-04 04:47:16,0,
PAY0029123,RID0032620,234.3,Cash,Success,,2025-03-31 19:40:03,0,
PAY0029124,RID0032621,95.28,Debit Card,Failed,TXN228678629245,2026-02-18 01:10:51,0,
PAY0029125,RID0032622,27.36,Credit Card,Success,TXN850120335993,2025-05-06 10:16:47,0,
PAY0029126,RID0032624,119.91,Debit Card,Success,TXN666847207561,2024-05-02 17:07:46,0,
PAY0029127,RID0032625,92.07,UPI,Success,TXN923387373122,2026-05-05 11:34:16,0,
PAY0029128,RID0032626,13.55,Credit Card,Failed,TXN418870728650,2026-03-21 13:53:14,0,
PAY0029129,RID0032627,30.38,Debit Card,Success,TXN301138630564,2025-01-27 10:35:11,0,
PAY0029130,RID0032629,107.16,Wallet,Success,TXN815447185368,2025-12-10 23:37:47,1,
PAY0029131,RID0032630,39.6,Cash,Refunded,,2026-03-17 19:38:51,0,
PAY0029132,RID0032631,124.56,Wallet,Success,TXN888994670777,2025-12-13 16:06:42,1,
PAY0029133,RID0032632,89.28,Credit Card,Refunded,TXN474418857721,2025-03-10 15:52:14,0,
PAY0029134,RID0032633,122.76,Debit Card,Failed,TXN945924000325,2024-05-27 12:54:23,0,
PAY0029135,RID0032636,56.32,Wallet,Refunded,TXN262696366382,2024-01-12 13:57:56,1,
PAY0029136,RID0032637,79.84,Debit Card,Refunded,TXN888290010633,2024-04-01 16:23:19,0,
PAY0029137,RID0032638,124.27,Cash,Failed,,2024-08-09 01:17:53,0,
PAY0029138,RID0032639,96.24,Debit Card,Refunded,TXN761787736369,2024-04-24 10:16:57,0,
PAY0029139,RID0032640,57.36,Cash,Refunded,,2026-05-27 05:55:07,0,
PAY0029140,RID0032641,8.8,Cash,Failed,,2026-01-02 15:21:01,0,
PAY0029141,RID0032642,236.6,Wallet,Failed,TXN995908663757,2026-04-27 11:34:01,1,
PAY0029142,RID0032645,3.8,Cash,Success,,2025-07-29 20:34:44,0,
PAY0029143,RID0032646,163.56,Credit Card,Refunded,TXN109704141204,2025-09-13 19:17:13,0,
PAY0029144,RID0032647,225.8,Wallet,Success,TXN502063163264,2026-07-08 02:17:14,1,12.72
PAY0029145,RID0032649,67.31,Credit Card,Success,TXN475692412040,2024-01-01 05:08:56,0,
PAY0029146,RID0032650,261.64,UPI,Success,TXN440602933709,2024-07-08 03:17:40,0,
PAY0029147,RID0032652,167.04,Wallet,Success,TXN811088279680,2025-07-31 14:18:06,1,
PAY0029148,RID0032653,54.46,UPI,Success,TXN627477514504,2024-08-16 12:59:13,0,
PAY0029149,RID0032654,82.2,Debit Card,Success,TXN170110720489,2024-10-07 12:31:51,0,
PAY0029150,RID0032655,133.0,UPI,Failed,TXN366059810964,2026-05-08 02:51:08,0,
PAY0029151,RID0032656,54.02,Debit Card,Success,TXN677073949495,2024-02-02 12:09:59,0,
PAY0029152,RID0032657,51.34,UPI,Success,TXN832797318643,2026-01-28 02:36:29,0,
PAY0029153,RID0032658,72.84,Wallet,Success,TXN725904689798,2025-11-07 01:11:14,1,
PAY0029154,RID0032659,124.32,Debit Card,Success,TXN904985165799,2024-07-08 03:48:39,0,
PAY0029155,RID0032660,68.52,Credit Card,Success,TXN140846959500,2024-07-23 08:14:02,0,
PAY0029156,RID0032661,53.4,UPI,Success,TXN123018041064,2026-02-05 18:59:53,0,
PAY0029157,RID0032662,78.12,Credit Card,Success,TXN187552134669,2024-09-30 04:01:24,0,
PAY0029158,RID0032663,120.98,Credit Card,Success,TXN350663111530,2026-03-21 18:33:01,0,
PAY0029159,RID0032664,19.7,Cash,Failed,,2024-12-25 02:29:35,0,
PAY0029160,RID0032665,59.4,Credit Card,Failed,TXN375286124286,2024-12-10 03:00:47,0,
PAY0029161,RID0032666,104.94,Debit Card,Success,TXN536167715562,2025-07-26 16:33:47,0,5.68
PAY0029162,RID0032667,81.0,Wallet,Success,TXN250083505363,2024-07-03 03:45:22,1,
PAY0029163,RID0032668,81.11,UPI,Success,TXN671328600764,2025-01-22 08:54:07,0,
PAY0029164,RID0032669,113.64,Wallet,Success,TXN909811824081,2024-09-13 15:33:01,1,
PAY0029165,RID0032670,78.75,Wallet,Success,TXN772758604181,2024-11-01 13:10:52,1,
PAY0029166,RID0032671,200.11,Cash,Success,,2025-10-14 08:10:24,0,
PAY0029167,RID0032672,194.76,UPI,Success,TXN346072784128,2025-02-11 21:17:41,0,9.17
PAY0029168,RID0032673,27.54,Credit Card,Success,TXN767253219598,2025-08-19 05:45:00,0,
PAY0029169,RID0032674,43.44,Debit Card,Success,TXN103976887211,2024-09-15 14:16:25,0,
PAY0029170,RID0032675,98.21,Debit Card,Success,TXN433383175439,2024-08-01 15:41:17,0,
PAY0029171,RID0032676,71.09,Cash,Success,,2025-04-12 23:47:06,0,
PAY0029172,RID0032677,11.94,UPI,Success,TXN305205479841,2026-05-12 17:10:27,0,
PAY0029173,RID0032678,139.2,Credit Card,Failed,TXN787117654564,2026-06-29 07:06:37,0,
PAY0029174,RID0032679,86.69,Cash,Success,,2025-09-18 17:49:27,0,
PAY0029175,RID0032680,124.4,Credit Card,Success,TXN551248877094,2025-11-06 02:43:14,0,
PAY0029176,RID0032681,90.0,Debit Card,Success,TXN577814135547,2025-05-17 04:29:46,0,3.24
PAY0029177,RID0032682,175.8,Cash,Success,,2024-03-10 01:07:40,0,
PAY0029178,RID0032683,67.08,Cash,Success,,2024-04-05 00:37:04,0,
PAY0029179,RID0032684,64.08,Wallet,Success,TXN817113645005,2026-05-14 00:48:56,1,
PAY0029180,RID0032685,4.0,Credit Card,Success,TXN376360180935,2026-03-18 15:52:53,0,
PAY0029181,RID0032686,66.96,UPI,Success,TXN612098044474,2024-07-26 21:17:30,0,
PAY0029182,RID0032687,89.28,UPI,Success,TXN949810465349,2024-12-28 11:55:28,0,
PAY0029183,RID0032688,89.4,Wallet,Success,TXN577677659738,2026-06-19 00:40:00,1,
PAY0029184,RID0032689,101.88,UPI,Failed,TXN865186080601,2025-12-16 12:40:55,0,
PAY0029185,RID0032690,84.14,UPI,Success,TXN627568997288,2024-09-10 18:07:39,0,
PAY0029186,RID0032692,73.8,Credit Card,Success,TXN374587441719,2025-07-31 04:14:40,0,
PAY0029187,RID0032693,97.8,Cash,Success,,2025-04-05 20:56:50,0,
PAY0029188,RID0032694,100.56,Debit Card,Refunded,TXN267695854994,2024-05-03 13:14:33,0,
PAY0029189,RID0032695,140.22,UPI,Refunded,TXN576962904007,2024-04-30 12:53:08,0,
PAY0029190,RID0032696,84.53,Debit Card,Success,TXN575858273699,2025-03-26 17:25:55,0,4.12
PAY0029191,RID0032697,84.0,Wallet,Refunded,TXN421527194925,2024-11-20 12:20:39,1,
PAY0029192,RID0032698,136.91,UPI,Success,TXN341103249761,2025-01-16 01:13:14,0,
PAY0029193,RID0032699,65.99,UPI,Success,TXN774671607492,2025-02-21 14:16:02,0,4.25
PAY0029194,RID0032700,36.38,Debit Card,Success,TXN732956521246,2024-07-29 16:26:05,0,
PAY0029195,RID0032701,153.0,Wallet,Failed,TXN310911174713,2025-04-23 12:49:22,1,
PAY0029196,RID0032703,84.6,Wallet,Success,TXN517525425522,2026-04-15 11:31:09,1,
PAY0029197,RID0032704,125.57,UPI,Success,TXN617453573439,2025-05-18 07:06:37,0,
PAY0029198,RID0032706,60.95,Credit Card,Success,TXN742762597938,2026-07-08 04:14:46,0,4.69
PAY0029199,RID0032707,135.41,Credit Card,Refunded,TXN861555207242,2025-05-17 19:43:14,0,
PAY0029200,RID0032708,15.31,UPI,Failed,TXN957952246360,2025-02-06 07:25:47,0,
PAY0029201,RID0032709,115.08,UPI,Failed,TXN563942733726,2025-12-19 21:57:23,0,
PAY0029202,RID0032710,28.82,Debit Card,Success,TXN402385382194,2025-05-27 00:54:49,0,
PAY0029203,RID0032711,91.82,UPI,Refunded,TXN699465825129,2024-01-11 20:01:42,0,
PAY0029204,RID0032712,28.98,Wallet,Success,TXN913440157848,2025-05-04 07:37:20,1,
PAY0029205,RID0032713,263.2,UPI,Success,TXN597910713774,2024-04-29 19:33:14,0,
PAY0029206,RID0032714,189.5,Credit Card,Success,TXN769473683807,2024-11-22 22:13:25,0,4.64
PAY0029207,RID0032715,16.28,Debit Card,Failed,TXN583974361747,2025-01-25 05:29:09,0,
PAY0029208,RID0032716,111.62,Cash,Success,,2026-02-15 02:16:42,0,
PAY0029209,RID0032717,39.72,Cash,Refunded,,2025-05-27 22:13:31,0,
PAY0029210,RID0032718,142.15,Debit Card,Success,TXN263314682589,2024-01-19 20:00:49,0,
PAY0029211,RID0032719,69.84,Credit Card,Success,TXN667094428888,2024-07-17 04:42:47,0,
PAY0029212,RID0032720,149.42,Cash,Success,,2024-03-28 04:21:11,0,
PAY0029213,RID0032721,206.8,Credit Card,Refunded,TXN534402850812,2024-12-17 11:46:40,0,
PAY0029214,RID0032722,96.36,UPI,Refunded,TXN796101151461,2026-04-19 00:00:58,0,
PAY0029215,RID0032723,108.54,Debit Card,Failed,TXN733297743878,2026-04-19 10:15:49,0,
PAY0029216,RID0032724,115.82,UPI,Success,TXN957971718150,2025-09-27 18:08:26,0,
PAY0029217,RID0032725,69.98,Credit Card,Refunded,TXN340712993807,2024-03-10 01:38:12,0,
PAY0029218,RID0032726,136.66,UPI,Failed,TXN652022665091,2025-07-09 01:48:48,0,
PAY0029219,RID0032728,118.8,Debit Card,Success,TXN602125117107,2025-12-16 12:31:59,0,
PAY0029220,RID0032729,45.09,Debit Card,Success,TXN112611242773,2025-12-15 00:09:02,0,2.81
PAY0029221,RID0032730,62.34,Debit Card,Failed,TXN490918612768,2024-03-13 05:18:45,0,
PAY0029222,RID0032731,7.93,Debit Card,Failed,TXN771652272110,2025-01-22 01:14:45,0,
PAY0029223,RID0032732,60.34,UPI,Success,TXN240910004673,2024-01-27 16:30:47,0,
PAY0029224,RID0032733,93.84,UPI,Refunded,TXN583433243211,2026-01-09 16:52:27,0,
PAY0029225,RID0032734,164.4,UPI,Failed,TXN374650869052,2024-06-19 20:58:51,0,
PAY0029226,RID0032735,72.0,Cash,Success,,2026-05-29 10:10:59,0,
PAY0029227,RID0032736,179.6,Cash,Failed,,2025-09-20 05:10:17,0,
PAY0029228,RID0032737,108.34,Credit Card,Success,TXN562649249852,2024-11-20 07:35:18,0,
PAY0029229,RID0032738,201.0,UPI,Success,TXN195131049482,2026-02-13 20:55:08,0,
PAY0029230,RID0032739,160.38,Cash,Success,,2024-09-22 19:17:18,0,
PAY0029231,RID0032740,63.54,Wallet,Refunded,TXN159887042469,2024-11-07 11:13:48,1,
PAY0029232,RID0032741,62.64,Debit Card,Success,TXN707810548882,2025-10-20 23:44:26,0,
PAY0029233,RID0032742,43.49,UPI,Success,TXN707426700296,2024-09-29 04:10:10,0,
PAY0029234,RID0032743,113.6,UPI,Refunded,TXN701503276418,2025-03-22 03:48:37,0,
PAY0029235,RID0032744,29.16,UPI,Success,TXN838818027566,2024-08-01 00:53:18,0,
PAY0029236,RID0032745,149.8,UPI,Success,TXN980281169715,2025-05-29 08:34:05,0,
PAY0029237,RID0032747,164.68,Wallet,Refunded,TXN539894664976,2024-05-30 05:52:24,1,
PAY0029238,RID0032748,75.12,Cash,Failed,,2025-10-20 02:09:39,0,
PAY0029239,RID0032749,48.62,Debit Card,Failed,TXN711897728438,2026-01-09 13:04:06,0,
PAY0029240,RID0032750,194.2,Debit Card,Success,TXN246716704963,2025-11-09 17:32:36,0,
PAY0029241,RID0032752,103.14,Credit Card,Success,TXN357996602621,2025-03-09 01:44:40,0,
PAY0029242,RID0032753,56.02,Credit Card,Refunded,TXN161275087144,2025-07-16 20:18:44,0,
PAY0029243,RID0032755,79.56,Cash,Refunded,,2026-05-21 19:33:36,0,
PAY0029244,RID0032756,189.16,Credit Card,Failed,TXN354732531959,2026-07-20 00:43:33,0,
PAY0029245,RID0032757,56.97,Wallet,Success,TXN223207207047,2024-01-06 07:30:02,1,
PAY0029246,RID0032758,214.2,UPI,Failed,TXN972058660431,2024-04-20 02:29:12,0,
PAY0029247,RID0032760,63.2,Credit Card,Success,TXN323635355772,2025-06-07 18:29:52,0,
PAY0029248,RID0032761,79.74,Cash,Success,,2026-05-12 17:48:41,0,
PAY0029249,RID0032762,150.6,UPI,Success,TXN950355564884,2026-03-16 12:00:35,0,
PAY0029250,RID0032763,55.44,Credit Card,Success,TXN353771738789,2025-02-10 16:20:39,0,4.44
PAY0029251,RID0032765,118.44,Cash,Success,,2025-08-27 22:32:23,0,
PAY0029252,RID0032766,42.48,UPI,Success,TXN237349394508,2026-06-28 02:10:17,0,0.97
PAY0029253,RID0032768,76.18,Wallet,Success,TXN515739474491,2025-01-29 03:32:06,1,
PAY0029254,RID0032769,181.73,UPI,Success,TXN729075196657,2024-10-31 09:23:13,0,
PAY0029255,RID0032770,64.86,Wallet,Success,TXN950588145968,2024-01-31 16:02:58,1,
PAY0029256,RID0032771,106.7,Credit Card,Success,TXN327078142555,2024-11-30 20:30:00,0,
PAY0029257,RID0032773,156.53,Debit Card,Success,TXN180706225318,2025-06-15 15:35:34,0,
PAY0029258,RID0032774,6.33,Cash,Success,,2024-06-02 14:34:59,0,
PAY0029259,RID0032775,62.7,UPI,Success,TXN715540397099,2025-06-19 23:09:35,0,
PAY0029260,RID0032776,114.91,Cash,Refunded,,2024-10-09 09:40:39,0,
PAY0029261,RID0032777,70.98,Cash,Success,,2024-11-03 12:40:02,0,
PAY0029262,RID0032778,34.02,Credit Card,Success,TXN680642990961,2026-01-11 06:22:58,0,
PAY0029263,RID0032779,67.88,Credit Card,Refunded,TXN652037370653,2024-05-14 07:30:21,0,
PAY0029264,RID0032780,153.6,Debit Card,Failed,TXN632156745972,2025-05-08 07:24:23,0,
PAY0029265,RID0032781,75.17,Credit Card,Success,TXN452123252280,2025-04-05 06:31:18,0,
PAY0029266,RID0032782,110.04,Debit Card,Success,TXN642030052821,2024-05-18 17:35:54,0,
PAY0029267,RID0032783,48.12,Wallet,Refunded,TXN757027614449,2026-03-18 21:10:04,1,
PAY0029268,RID0032784,117.85,Wallet,Failed,TXN449933080133,2024-07-21 10:05:31,1,
PAY0029269,RID0032785,247.9,Credit Card,Success,TXN815428882527,2024-08-07 04:05:22,0,
PAY0029270,RID0032787,120.24,Wallet,Failed,TXN385530386896,2026-06-27 17:40:40,1,
PAY0029271,RID0032788,228.78,Wallet,Success,TXN483414826190,2024-02-14 13:20:34,1,
PAY0029272,RID0032789,11.8,Credit Card,Failed,TXN681701758104,2025-04-27 16:14:17,0,
PAY0029273,RID0032790,38.72,Credit Card,Success,TXN276005572051,2026-05-14 01:09:44,0,
PAY0029274,RID0032791,59.4,Credit Card,Refunded,TXN527448643480,2025-02-20 08:30:51,0,
PAY0029275,RID0032792,139.6,Credit Card,Success,TXN857616524391,2025-01-31 05:32:54,0,11.61
PAY0029276,RID0032794,107.88,Debit Card,Success,TXN833509136512,2025-08-21 01:15:57,0,5.87
PAY0029277,RID0032795,95.76,Wallet,Success,TXN581223256988,2025-04-30 17:15:21,1,
PAY0029278,RID0032796,51.41,UPI,Failed,TXN540968731027,2026-06-01 06:03:06,0,
PAY0029279,RID0032797,110.08,UPI,Success,TXN686252155704,2026-06-15 14:17:00,0,10.74
PAY0029280,RID0032798,66.89,UPI,Refunded,TXN607455663331,2024-01-14 18:58:49,0,
PAY0029281,RID0032800,345.42,Credit Card,Success,TXN483327149014,2025-02-07 21:43:08,0,
PAY0029282,RID0032801,121.0,Wallet,Success,TXN620541264006,2024-01-17 16:10:23,1,9.68
PAY0029283,RID0032802,44.22,Credit Card,Success,TXN910595923223,2024-10-27 07:47:15,0,
PAY0029284,RID0032803,46.68,Credit Card,Failed,TXN106011190465,2025-07-01 01:50:05,0,
PAY0029285,RID0032804,37.04,UPI,Success,TXN415515668680,2024-04-28 06:00:19,0,
PAY0029286,RID0032805,161.28,Credit Card,Refunded,TXN654240845499,2025-08-24 11:25:50,0,
PAY0029287,RID0032806,32.46,UPI,Success,TXN550464204187,2026-04-19 03:25:06,0,
PAY0029288,RID0032807,92.88,Wallet,Success,TXN848174721649,2024-02-29 18:50:52,1,
PAY0029289,RID0032808,53.03,UPI,Success,TXN552193441573,2024-10-18 12:06:20,0,
PAY0029290,RID0032809,115.13,UPI,Failed,TXN179978892998,2024-05-29 10:08:58,0,
PAY0029291,RID0032811,42.62,Cash,Success,,2025-08-20 06:27:35,0,
PAY0029292,RID0032812,123.8,Debit Card,Refunded,TXN777600060723,2025-01-22 23:52:46,0,
PAY0029293,RID0032813,34.4,UPI,Success,TXN798354241168,2025-12-09 03:19:18,0,
PAY0029294,RID0032815,109.96,Cash,Failed,,2025-09-05 02:21:08,0,
PAY0029295,RID0032816,104.76,Wallet,Success,TXN766600956749,2026-01-12 08:16:49,1,
PAY0029296,RID0032818,22.26,Cash,Failed,,2025-01-01 20:06:25,0,
PAY0029297,RID0032820,175.8,UPI,Success,TXN582202406770,2024-01-04 16:38:54,0,
PAY0029298,RID0032821,65.25,Debit Card,Failed,TXN145290612896,2024-07-24 07:02:03,0,
PAY0029299,RID0032823,257.47,Debit Card,Failed,TXN894214288402,2026-04-11 01:00:15,0,
PAY0029300,RID0032824,99.7,Credit Card,Refunded,TXN904994008442,2025-12-10 18:15:58,0,
PAY0029301,RID0032825,63.48,Wallet,Success,TXN531469965462,2026-02-04 11:10:27,1,
PAY0029302,RID0032827,8.73,Debit Card,Success,TXN256275220008,2026-05-09 07:22:45,0,
PAY0029303,RID0032828,146.6,Cash,Success,,2025-03-10 07:01:35,0,
PAY0029304,RID0032829,45.36,Cash,Failed,,2024-11-18 00:00:28,0,
PAY0029305,RID0032830,66.6,Credit Card,Success,TXN325105090667,2026-04-10 01:55:51,0,
PAY0029306,RID0032832,73.15,Debit Card,Refunded,TXN213552899421,2025-07-24 11:44:14,0,
PAY0029307,RID0032833,35.58,Wallet,Failed,TXN542188588291,2025-11-09 15:58:30,1,
PAY0029308,RID0032834,66.77,Wallet,Refunded,TXN540905097826,2026-04-04 19:42:16,1,
PAY0029309,RID0032835,19.8,Wallet,Success,TXN875447062950,2026-01-05 16:56:48,1,
PAY0029310,RID0032836,76.49,Wallet,Refunded,TXN241239552493,2025-03-31 03:21:09,1,
PAY0029311,RID0032837,78.6,Cash,Success,,2025-05-08 23:15:57,0,
PAY0029312,RID0032838,33.3,Debit Card,Success,TXN833296328506,2025-09-05 00:33:37,0,
PAY0029313,RID0032839,41.11,Cash,Refunded,,2024-11-01 23:00:05,0,
PAY0029314,RID0032840,50.4,Credit Card,Success,TXN748759677726,2024-10-21 07:25:08,0,
PAY0029315,RID0032841,88.32,UPI,Success,TXN152844105652,2026-06-22 08:08:55,0,
PAY0029316,RID0032842,84.42,Credit Card,Refunded,TXN325476926345,2025-07-14 01:12:35,0,
PAY0029317,RID0032843,285.6,Credit Card,Failed,TXN652994904589,2026-04-09 12:43:22,0,
PAY0029318,RID0032845,126.48,UPI,Success,TXN568372248502,2025-10-31 15:19:15,0,
PAY0029319,RID0032846,117.72,Cash,Success,,2024-07-04 19:45:58,0,
PAY0029320,RID0032847,110.09,UPI,Refunded,TXN870603626993,2026-05-11 10:20:57,0,
PAY0029321,RID0032848,261.0,Wallet,Success,TXN773540471004,2024-08-03 00:37:02,1,
PAY0029322,RID0032849,61.04,Debit Card,Success,TXN423140906916,2025-08-29 07:40:56,0,
PAY0029323,RID0032850,136.4,Cash,Success,,2025-01-11 02:07:34,0,
PAY0029324,RID0032851,45.49,UPI,Refunded,TXN139247758817,2024-03-24 05:26:40,0,
PAY0029325,RID0032852,45.0,Credit Card,Refunded,TXN342428292455,2025-04-01 19:48:03,0,
PAY0029326,RID0032853,62.4,Debit Card,Refunded,TXN885554079453,2025-05-22 21:06:01,0,
PAY0029327,RID0032854,63.4,Wallet,Success,TXN398806248931,2026-07-15 16:11:54,1,2.61
PAY0029328,RID0032856,68.64,Credit Card,Success,TXN499789263921,2024-04-03 09:57:27,0,3.42
PAY0029329,RID0032857,86.62,UPI,Refunded,TXN755444224353,2025-08-14 10:31:33,0,
PAY0029330,RID0032858,54.84,Wallet,Success,TXN609992488616,2024-05-06 13:44:44,1,
PAY0029331,RID0032859,69.77,Cash,Refunded,,2026-03-26 22:14:08,0,
PAY0029332,RID0032861,102.6,Debit Card,Success,TXN419433206579,2024-04-11 22:31:27,0,
PAY0029333,RID0032862,58.14,Wallet,Refunded,TXN468571668674,2025-01-11 10:20:24,1,
PAY0029334,RID0032863,98.76,Debit Card,Failed,TXN579150817548,2026-04-16 12:26:13,0,
PAY0029335,RID0032864,121.96,UPI,Success,TXN696526681507,2026-01-08 12:13:00,0,
PAY0029336,RID0032865,85.39,Debit Card,Failed,TXN544771378589,2025-03-19 23:09:36,0,
PAY0029337,RID0032866,10.81,Cash,Success,,2026-05-07 17:20:43,0,
PAY0029338,RID0032867,42.72,UPI,Success,TXN611841679154,2025-09-18 23:24:54,0,
PAY0029339,RID0032868,59.42,UPI,Success,TXN548085670679,2025-09-17 15:43:44,0,
PAY0029340,RID0032869,40.41,Wallet,Success,TXN302167254692,2024-02-16 21:40:09,1,2.6
PAY0029341,RID0032870,6.06,Wallet,Success,TXN340986571538,2024-05-08 14:35:45,1,0.23
PAY0029342,RID0032871,29.0,Cash,Success,,2024-09-25 00:46:53,0,
PAY0029343,RID0032874,129.53,UPI,Success,TXN911763968182,2026-03-20 05:27:23,0,
PAY0029344,RID0032875,137.18,UPI,Success,TXN732321930478,2025-04-05 11:32:14,0,
PAY0029345,RID0032876,57.36,Debit Card,Success,TXN941048085191,2024-03-02 19:10:51,0,
PAY0029346,RID0032877,174.45,Wallet,Refunded,TXN944859472356,2024-05-31 02:40:40,1,
PAY0029347,RID0032878,51.65,UPI,Success,TXN962890188230,2024-07-13 10:42:18,0,3.51
PAY0029348,RID0032879,70.85,Credit Card,Refunded,TXN313721728048,2024-05-25 05:34:51,0,
PAY0029349,RID0032880,283.5,Debit Card,Success,TXN528693121937,2025-02-09 01:50:27,0,
PAY0029350,RID0032881,39.53,Cash,Refunded,,2024-10-13 11:44:34,0,
PAY0029351,RID0032883,102.28,UPI,Failed,TXN135274024939,2024-05-20 00:16:17,0,
PAY0029352,RID0032884,23.14,UPI,Success,TXN933284548806,2026-05-01 18:43:58,0,0.94
PAY0029353,RID0032885,19.8,Credit Card,Success,TXN661112257318,2025-08-29 09:06:39,0,
PAY0029354,RID0032886,37.58,Wallet,Refunded,TXN140861309085,2025-12-08 12:28:01,1,
PAY0029355,RID0032887,156.46,UPI,Success,TXN635234825617,2026-01-31 05:23:47,0,
PAY0029356,RID0032888,100.3,UPI,Failed,TXN736318895496,2024-06-09 16:07:18,0,
PAY0029357,RID0032889,60.23,UPI,Success,TXN339537825544,2025-04-17 01:16:15,0,
PAY0029358,RID0032890,207.0,UPI,Success,TXN512803742593,2024-06-08 12:26:21,0,
PAY0029359,RID0032891,52.58,Cash,Refunded,,2026-04-28 12:45:45,0,
PAY0029360,RID0032892,43.8,Debit Card,Success,TXN422445232606,2024-08-09 13:22:29,0,
PAY0029361,RID0032894,69.84,Credit Card,Success,TXN378282442102,2025-05-29 17:48:25,0,2.58
PAY0029362,RID0032895,102.23,Cash,Failed,,2024-07-07 12:54:04,0,
PAY0029363,RID0032898,41.39,Debit Card,Failed,TXN415647588876,2024-09-07 17:39:57,0,
PAY0029364,RID0032899,143.88,UPI,Success,TXN929566244510,2024-06-04 22:57:37,0,
PAY0029365,RID0032900,113.7,Cash,Success,,2026-06-15 07:36:01,0,
PAY0029366,RID0032901,113.04,Wallet,Success,TXN503269488755,2024-01-12 00:31:54,1,
PAY0029367,RID0032902,74.0,Credit Card,Refunded,TXN980436763141,2024-11-30 00:14:45,0,
PAY0029368,RID0032903,47.52,Credit Card,Refunded,TXN980607872450,2026-05-31 14:59:43,0,
PAY0029369,RID0032904,49.8,Credit Card,Failed,TXN430729845990,2025-01-26 08:26:01,0,
PAY0029370,RID0032905,56.88,Debit Card,Success,TXN470001563654,2025-02-04 15:28:28,0,
PAY0029371,RID0032906,88.32,Debit Card,Success,TXN602845915495,2024-10-21 01:05:39,0,3.7
PAY0029372,RID0032907,0.96,Cash,Failed,,2025-11-01 16:30:43,0,
PAY0029373,RID0032908,73.87,Credit Card,Success,TXN103933101024,2024-04-08 16:00:50,0,
PAY0029374,RID0032910,39.6,UPI,Success,TXN657156403121,2025-08-09 07:08:42,0,
PAY0029375,RID0032911,53.82,Credit Card,Success,TXN648778910615,2024-03-29 23:05:07,0,
PAY0029376,RID0032912,105.0,Debit Card,Refunded,TXN718162046439,2024-07-12 03:28:40,0,
PAY0029377,RID0032914,27.2,Wallet,Success,TXN247463007667,2026-01-19 04:06:19,1,
PAY0029378,RID0032915,114.0,Wallet,Success,TXN150801436777,2025-03-15 01:56:01,1,
PAY0029379,RID0032916,13.73,Credit Card,Failed,TXN739924719429,2025-10-18 03:31:07,0,
PAY0029380,RID0032917,319.75,Credit Card,Failed,TXN341808327632,2026-05-23 04:10:53,0,
PAY0029381,RID0032918,23.22,Wallet,Success,TXN336746933886,2025-06-20 20:02:45,1,
PAY0029382,RID0032919,88.2,UPI,Failed,TXN802683625473,2024-03-12 14:24:51,0,
PAY0029383,RID0032920,247.14,Cash,Refunded,,2025-07-03 09:29:52,0,
PAY0029384,RID0032921,24.48,UPI,Failed,TXN103604295768,2024-09-11 18:46:33,0,
PAY0029385,RID0032922,100.2,Credit Card,Success,TXN630765366057,2024-04-19 05:12:33,0,
PAY0029386,RID0032923,136.84,UPI,Success,TXN466050165063,2026-04-23 05:05:31,0,
PAY0029387,RID0032924,92.04,Wallet,Failed,TXN172866982013,2024-07-27 22:24:55,1,
PAY0029388,RID0032925,28.73,Wallet,Success,TXN578498367283,2025-11-08 22:02:34,1,
PAY0029389,RID0032926,68.94,Credit Card,Success,TXN653444821767,2025-07-18 18:05:03,0,
PAY0029390,RID0032927,86.51,UPI,Refunded,TXN148165222423,2026-02-11 05:51:59,0,
PAY0029391,RID0032928,28.94,Credit Card,Success,TXN919582365454,2024-06-04 22:09:14,0,0.67
PAY0029392,RID0032929,163.73,Debit Card,Success,TXN297335514712,2025-08-01 00:10:17,0,
PAY0029393,RID0032931,112.52,Debit Card,Success,TXN620053445365,2024-07-13 11:39:04,0,
PAY0029394,RID0032932,58.08,Credit Card,Success,TXN738515493227,2025-09-09 11:46:23,0,
PAY0029395,RID0032933,227.88,Debit Card,Success,TXN746511488292,2024-09-19 15:02:53,0,
