feedback_id,ride_id,user_rating,driver_rating,user_comment,driver_comment,feedback_tags
FB0023767,RID0035892,4.7,3.8,,,
FB0023768,RID0035894,4.2,4.5,,,
FB0023769,RID0035895,4.1,4.2,Music was too loud,No issues,
FB0023770,RID0035896,5.0,,,,professional
FB0023771,RID0035898,5.0,3.9,,,long route taken
FB0023772,RID0035900,4.3,4.6,,,
FB0023773,RID0035901,4.1,3.8,Excellent service,,
FB0023774,RID0035905,5.0,,,,clean vehicle
FB0023775,RID0035906,4.6,3.9,,,
FB0023776,RID0035908,4.6,4.0,A bit late but fine,,
FB0023777,RID0035909,4.2,,,,
FB0023778,RID0035910,4.9,4.8,,,rude behavior
FB0023779,RID0035912,4.9,4.5,,,long route taken
FB0023780,RID0035913,5.0,4.8,Very safe driving,,rude behavior
FB0023781,RID0035915,4.4,4.1,,,
FB0023782,RID0035916,4.3,4.7,,Asked to change route,
FB0023783,RID0035917,4.4,,Good experience overall,,
FB0023784,RID0035919,5.0,,,,good music
FB0023785,RID0035920,5.0,4.0,Very safe driving,,clean vehicle
FB0023786,RID0035921,5.0,,Driver was polite,Asked to change route,rude behavior
FB0023787,RID0035924,5.0,4.2,,No issues,rude behavior
FB0023788,RID0035925,3.6,4.0,Music was too loud,,
FB0023789,RID0035926,3.6,4.3,Driver was polite,,
FB0023790,RID0035927,4.1,4.2,,,
FB0023791,RID0035929,4.2,4.2,Vehicle was clean,,
FB0023792,RID0035930,3.8,4.7,"Great ride, very smooth",,
FB0023793,RID0035931,3.5,4.8,,Asked to change route,
FB0023794,RID0035932,4.0,4.4,,,
FB0023795,RID0035933,4.4,4.7,,,
FB0023796,RID0035935,3.8,4.8,,Asked to change route,
FB0023797,RID0035936,5.0,4.7,"Great ride, very smooth",,long route taken
FB0023798,RID0035937,3.2,4.3,,Polite passenger,
FB0023799,RID0035938,4.4,4.7,,,
FB0023800,RID0035943,5.0,4.6,Driver took a longer route,,long route taken
FB0023801,RID0035944,5.0,4.2,,,polite behavior
FB0023802,RID0035945,5.0,4.1,,,professional
FB0023803,RID0035947,4.0,3.7,Very safe driving,,
FB0023804,RID0035948,4.5,,,,
FB0023805,RID0035949,4.6,4.9,Driver took a longer route,,
FB0023806,RID0035951,3.7,4.9,Excellent service,,
FB0023807,RID0035953,4.7,4.8,,,
FB0023808,RID0035954,4.8,3.7,Driver was polite,,late pickup
FB0023809,RID0035956,4.3,4.4,,,
FB0023810,RID0035957,4.3,4.0,,,
FB0023811,RID0035958,4.9,4.9,,,late pickup
FB0023812,RID0035960,4.4,,,,
FB0023813,RID0035962,4.9,4.9,,,good music
FB0023814,RID0035963,4.2,,,Polite passenger,
FB0023815,RID0035964,3.9,4.7,Excellent service,Good communication,
FB0023816,RID0035965,4.8,4.4,,Asked to change route,professional
FB0023817,RID0035966,4.2,4.9,Driver took a longer route,,
FB0023818,RID0035967,4.2,4.7,A bit late but fine,,
FB0023819,RID0035968,4.3,4.9,Good experience overall,,
FB0023820,RID0035972,4.9,3.7,Driver took a longer route,,late pickup
FB0023821,RID0035973,5.0,4.5,Excellent service,,good music
FB0023822,RID0035974,4.5,4.3,,,
FB0023823,RID0035976,5.0,5.0,,,rude behavior
FB0023824,RID0035977,4.1,4.2,,Cooperative rider,
FB0023825,RID0035978,4.2,,Good experience overall,,
FB0023826,RID0035980,4.8,5.0,,,polite behavior
FB0023827,RID0035982,3.3,3.9,Music was too loud,,
FB0023828,RID0035983,4.3,5.0,,,
FB0023829,RID0035986,4.3,4.3,,,
FB0023830,RID0035987,3.8,4.8,Driver was polite,,
FB0023831,RID0035988,4.8,4.6,Vehicle was clean,,polite behavior
FB0023832,RID0035989,4.6,4.0,Excellent service,No issues,
FB0023833,RID0035990,3.8,4.0,,,
FB0023834,RID0035991,3.8,4.9,,,
FB0023835,RID0035992,3.9,,Driver took a longer route,On time at pickup,
FB0023836,RID0035993,4.4,4.3,Driver took a longer route,Cooperative rider,
FB0023837,RID0035994,4.3,3.8,Driver took a longer route,,
FB0023838,RID0035996,3.7,,,,
FB0023839,RID0035998,3.2,5.0,,No issues,
FB0023840,RID0036000,3.6,,Vehicle was clean,,
FB0023841,RID0036002,4.3,4.0,Vehicle was clean,,
FB0023842,RID0036003,5.0,5.0,,,polite behavior
FB0023843,RID0036004,4.4,4.2,,Cooperative rider,
FB0023844,RID0036005,4.8,4.8,"Great ride, very smooth",,rude behavior
FB0023845,RID0036007,3.6,5.0,Vehicle was clean,On time at pickup,
FB0023846,RID0036009,4.9,4.8,Excellent service,,long route taken
FB0023847,RID0036012,3.6,5.0,,On time at pickup,
FB0023848,RID0036013,5.0,5.0,,Cooperative rider,professional
FB0023849,RID0036014,3.8,,,No issues,
FB0023850,RID0036015,4.9,4.6,Excellent service,,good music
FB0023851,RID0036016,4.5,,Music was too loud,Cooperative rider,
FB0023852,RID0036018,4.2,4.6,,,
FB0023853,RID0036019,4.6,4.4,,,
FB0023854,RID0036020,5.0,,,,late pickup
FB0023855,RID0036022,4.1,,,,
FB0023856,RID0036023,4.9,,A bit late but fine,Cooperative rider,polite behavior
FB0023857,RID0036024,4.5,4.9,,Cooperative rider,
FB0023858,RID0036028,4.0,4.9,Vehicle was clean,,
FB0023859,RID0036029,2.7,4.9,,Good communication,rude behavior
FB0023860,RID0036030,4.8,4.1,,,good music
FB0023861,RID0036031,4.3,5.0,Good experience overall,On time at pickup,
FB0023862,RID0036032,4.3,,,,
FB0023863,RID0036033,4.6,4.7,"Great ride, very smooth",,
FB0023864,RID0036034,4.1,5.0,,,
FB0023865,RID0036035,3.4,3.8,,,
FB0023866,RID0036037,3.6,4.8,,Cooperative rider,
FB0023867,RID0036038,4.3,4.1,Driver took a longer route,Cooperative rider,
FB0023868,RID0036040,5.0,4.5,Vehicle was clean,,good music
FB0023869,RID0036041,4.1,,,,
FB0023870,RID0036042,4.9,4.1,,Asked to change route,long route taken
FB0023871,RID0036047,3.5,3.8,Good experience overall,,
FB0023872,RID0036049,5.0,3.9,,,long route taken
FB0023873,RID0036050,5.0,5.0,Music was too loud,Polite passenger,long route taken
FB0023874,RID0036051,4.6,5.0,,,
FB0023875,RID0036052,5.0,4.1,,,clean vehicle
FB0023876,RID0036053,4.8,4.2,Good experience overall,,good music
FB0023877,RID0036054,5.0,,Good experience overall,Good communication,late pickup
FB0023878,RID0036055,4.0,,,Cooperative rider,
FB0023879,RID0036056,3.7,4.3,Good experience overall,,
FB0023880,RID0036059,4.5,5.0,Excellent service,,
FB0023881,RID0036061,4.0,4.1,,,
FB0023882,RID0036062,5.0,4.5,,,clean vehicle
FB0023883,RID0036063,4.1,4.8,Driver took a longer route,Good communication,
FB0023884,RID0036064,5.0,3.6,Vehicle was clean,,polite behavior
FB0023885,RID0036066,5.0,3.4,,,rude behavior
FB0023886,RID0036068,5.0,4.3,Very safe driving,,professional
FB0023887,RID0036069,3.1,4.8,,No issues,
FB0023888,RID0036072,4.8,3.7,,,polite behavior
FB0023889,RID0036073,4.0,4.7,,,
FB0023890,RID0036075,4.4,4.6,Music was too loud,,
FB0023891,RID0036076,4.0,4.4,Excellent service,,
FB0023892,RID0036077,4.3,4.3,,On time at pickup,
FB0023893,RID0036078,5.0,4.8,Good experience overall,,late pickup
FB0023894,RID0036080,4.8,4.7,,,clean vehicle
FB0023895,RID0036081,3.8,,,No issues,
FB0023896,RID0036083,4.4,4.3,,No issues,
FB0023897,RID0036084,4.7,4.7,Good experience overall,,
FB0023898,RID0036086,4.8,4.3,Driver took a longer route,,long route taken
FB0023899,RID0036087,4.2,4.8,,,
FB0023900,RID0036090,4.4,4.1,,,
FB0023901,RID0036092,3.0,4.1,A bit late but fine,,rude behavior
FB0023902,RID0036093,3.0,4.7,,,rude behavior
FB0023903,RID0036094,4.2,,,,
FB0023904,RID0036095,4.7,4.3,,,
FB0023905,RID0036096,4.6,4.8,Driver was polite,Cooperative rider,
FB0023906,RID0036098,4.5,4.4,Excellent service,No issues,
FB0023907,RID0036099,5.0,3.5,,,polite behavior
FB0023908,RID0036100,3.4,5.0,Music was too loud,,
FB0023909,RID0036101,4.7,4.4,,On time at pickup,
FB0023910,RID0036103,4.6,4.7,,,
FB0023911,RID0036106,4.5,4.5,Driver was polite,Asked to change route,
FB0023912,RID0036109,4.7,5.0,"Great ride, very smooth",,
FB0023913,RID0036111,5.0,,,,clean vehicle
FB0023914,RID0036112,4.7,4.3,,No issues,
FB0023915,RID0036113,4.7,5.0,,,
FB0023916,RID0036114,3.9,4.8,Good experience overall,On time at pickup,
FB0023917,RID0036115,4.0,3.6,Vehicle was clean,,
FB0023918,RID0036116,4.1,5.0,,,
FB0023919,RID0036117,4.6,3.4,"Great ride, very smooth",,
FB0023920,RID0036118,4.8,4.3,,Cooperative rider,long route taken
FB0023921,RID0036119,4.7,4.5,,,
FB0023922,RID0036121,4.7,,,,
FB0023923,RID0036124,5.0,5.0,A bit late but fine,,long route taken
FB0023924,RID0036125,4.1,3.2,Good experience overall,Asked to change route,
FB0023925,RID0036127,4.4,5.0,,,
FB0023926,RID0036128,4.3,4.2,"Great ride, very smooth",,
FB0023927,RID0036130,5.0,4.0,Very safe driving,Polite passenger,long route taken
FB0023928,RID0036131,4.4,,,,
FB0023929,RID0036133,4.2,,,,
FB0023930,RID0036135,5.0,4.8,,,safe driving
FB0023931,RID0036136,3.2,5.0,,,
FB0023932,RID0036139,3.8,4.9,"Great ride, very smooth",,
FB0023933,RID0036141,4.0,4.1,,,
FB0023934,RID0036143,4.2,,,,
FB0023935,RID0036146,3.6,4.8,,,
FB0023936,RID0036147,4.1,5.0,,Cooperative rider,
FB0023937,RID0036148,4.2,4.7,,,
FB0023938,RID0036149,4.5,3.8,"Great ride, very smooth",,
FB0023939,RID0036151,4.8,,,,late pickup
FB0023940,RID0036154,3.9,3.6,Vehicle was clean,,
FB0023941,RID0036155,4.5,4.4,Driver took a longer route,,
FB0023942,RID0036156,5.0,4.2,,,rude behavior
FB0023943,RID0036157,4.7,3.4,,,
FB0023944,RID0036158,4.6,,Vehicle was clean,,
FB0023945,RID0036159,5.0,4.5,Driver was polite,,clean vehicle
FB0023946,RID0036160,3.1,5.0,,,
FB0023947,RID0036161,5.0,4.3,,,late pickup
FB0023948,RID0036164,3.9,4.8,Very safe driving,Polite passenger,
FB0023949,RID0036165,4.7,3.7,,,
FB0023950,RID0036166,4.6,3.6,,,
FB0023951,RID0036167,4.1,3.2,,Good communication,
FB0023952,RID0036169,3.8,4.0,Driver took a longer route,,
FB0023953,RID0036170,4.7,4.3,,Polite passenger,
FB0023954,RID0036171,4.4,3.9,Excellent service,,
FB0023955,RID0036173,4.2,,"Great ride, very smooth",,
FB0023956,RID0036174,3.9,,,,
FB0023957,RID0036176,4.1,4.5,,Cooperative rider,
FB0023958,RID0036179,4.3,,"Great ride, very smooth",,
FB0023959,RID0036183,4.0,4.0,Very safe driving,,
FB0023960,RID0036184,5.0,4.3,,,long route taken
FB0023961,RID0036190,5.0,4.4,,Good communication,clean vehicle
FB0023962,RID0036191,4.3,4.4,,,
FB0023963,RID0036192,4.4,4.6,,,
FB0023964,RID0036193,3.6,4.9,Vehicle was clean,No issues,
FB0023965,RID0036194,4.8,,,,good music
FB0023966,RID0036195,3.4,4.8,Good experience overall,,
FB0023967,RID0036196,5.0,4.0,,,late pickup
FB0023968,RID0036198,4.7,,Driver took a longer route,,
FB0023969,RID0036199,4.9,,Good experience overall,,long route taken
FB0023970,RID0036200,4.2,4.5,,,
FB0023971,RID0036201,4.4,,"Great ride, very smooth",Asked to change route,
FB0023972,RID0036202,5.0,5.0,Vehicle was clean,,safe driving
FB0023973,RID0036205,5.0,4.2,,,long route taken
FB0023974,RID0036207,3.7,5.0,,Cooperative rider,
FB0023975,RID0036208,4.4,5.0,Driver took a longer route,,
FB0023976,RID0036209,4.4,4.3,,,
FB0023977,RID0036210,4.1,4.3,,Asked to change route,
FB0023978,RID0036213,4.3,4.8,,,
FB0023979,RID0036214,4.4,,"Great ride, very smooth",,
FB0023980,RID0036215,4.8,4.7,Vehicle was clean,Good communication,good music
FB0023981,RID0036216,5.0,4.4,,Polite passenger,good music
FB0023982,RID0036217,4.9,3.8,,Polite passenger,good music
FB0023983,RID0036221,5.0,4.3,,Polite passenger,safe driving
FB0023984,RID0036222,3.9,,,,
FB0023985,RID0036223,4.3,,,On time at pickup,
FB0023986,RID0036225,4.5,5.0,Driver took a longer route,,
FB0023987,RID0036226,4.8,4.5,,,rude behavior
FB0023988,RID0036228,4.6,4.0,,Good communication,
FB0023989,RID0036229,4.4,4.2,Music was too loud,Asked to change route,
FB0023990,RID0036230,4.6,,,,
FB0023991,RID0036232,4.5,4.2,Music was too loud,On time at pickup,
FB0023992,RID0036234,4.9,3.9,,Asked to change route,clean vehicle
FB0023993,RID0036236,3.8,4.4,Good experience overall,,
FB0023994,RID0036238,4.7,,,,
FB0023995,RID0036239,4.4,4.2,Excellent service,Good communication,
FB0023996,RID0036240,4.1,5.0,Music was too loud,On time at pickup,
FB0023997,RID0036241,4.5,4.2,,,
FB0023998,RID0036242,4.2,4.4,Music was too loud,,
FB0023999,RID0036243,3.8,,A bit late but fine,Polite passenger,
FB0024000,RID0036245,4.3,4.8,,,
FB0024001,RID0036246,3.2,4.4,,,
FB0024002,RID0036248,4.2,5.0,,No issues,
FB0024003,RID0036251,4.6,5.0,,Cooperative rider,
FB0024004,RID0036252,3.4,4.7,Driver was polite,,
FB0024005,RID0036253,4.2,5.0,Vehicle was clean,No issues,
FB0024006,RID0036254,4.6,4.6,Vehicle was clean,Cooperative rider,
FB0024007,RID0036255,4.9,,,,professional
FB0024008,RID0036259,3.8,4.3,Good experience overall,,
FB0024009,RID0036260,4.0,5.0,Driver was polite,,
FB0024010,RID0036261,5.0,3.8,"Great ride, very smooth",Polite passenger,rude behavior
FB0024011,RID0036262,4.6,,,,
FB0024012,RID0036264,3.5,4.3,Very safe driving,On time at pickup,
FB0024013,RID0036265,4.3,5.0,,,
FB0024014,RID0036267,5.0,4.4,,,good music
FB0024015,RID0036269,3.6,4.6,,,
FB0024016,RID0036270,4.7,,Good experience overall,,
FB0024017,RID0036271,4.4,,Excellent service,,
FB0024018,RID0036272,5.0,,,,professional
FB0024019,RID0036273,5.0,4.8,,On time at pickup,late pickup
FB0024020,RID0036276,4.1,4.6,,On time at pickup,
FB0024021,RID0036277,2.7,3.9,Music was too loud,,long route taken
FB0024022,RID0036278,3.3,3.9,,,
FB0024023,RID0036279,4.4,5.0,Very safe driving,,
FB0024024,RID0036280,3.4,,,,
FB0024025,RID0036281,4.2,5.0,,,
FB0024026,RID0036282,5.0,3.9,,,late pickup
FB0024027,RID0036284,3.1,4.7,Driver took a longer route,,
FB0024028,RID0036285,4.0,4.5,,,
FB0024029,RID0036286,4.7,4.8,Very safe driving,,
FB0024030,RID0036288,3.8,4.1,,,
FB0024031,RID0036289,4.1,4.7,,,
FB0024032,RID0036290,3.8,4.6,Very safe driving,,
FB0024033,RID0036291,4.2,,Excellent service,,
FB0024034,RID0036292,4.6,3.3,Driver was polite,,
FB0024035,RID0036293,5.0,4.1,,,polite behavior
FB0024036,RID0036295,5.0,5.0,Good experience overall,,professional
FB0024037,RID0036296,4.6,4.6,A bit late but fine,,
FB0024038,RID0036297,5.0,,,Polite passenger,long route taken
FB0024039,RID0036299,4.3,5.0,,Good communication,
FB0024040,RID0036300,3.8,5.0,Music was too loud,On time at pickup,
FB0024041,RID0036301,5.0,4.4,Driver was polite,,good music
FB0024042,RID0036302,3.7,4.7,Music was too loud,,
FB0024043,RID0036304,4.2,4.0,Driver was polite,Good communication,
FB0024044,RID0036306,4.3,4.6,Excellent service,Good communication,
FB0024045,RID0036308,4.5,,Driver was polite,No issues,
FB0024046,RID0036309,5.0,4.1,Vehicle was clean,,good music
FB0024047,RID0036312,4.7,4.9,A bit late but fine,,
FB0024048,RID0036313,3.6,,Excellent service,,
FB0024049,RID0036314,4.8,,A bit late but fine,No issues,polite behavior
FB0024050,RID0036315,3.3,,,On time at pickup,
FB0024051,RID0036316,5.0,4.3,A bit late but fine,,rude behavior
FB0024052,RID0036317,4.6,3.4,Driver was polite,Good communication,
FB0024053,RID0036318,4.5,,Excellent service,,
FB0024054,RID0036319,4.1,4.6,,,
FB0024055,RID0036323,3.3,4.2,,Good communication,
FB0024056,RID0036324,4.0,3.9,,,
FB0024057,RID0036326,4.6,4.4,,,
FB0024058,RID0036327,4.3,4.3,Excellent service,,
FB0024059,RID0036328,5.0,,,,safe driving
FB0024060,RID0036329,3.8,4.3,"Great ride, very smooth",,
FB0024061,RID0036330,3.2,4.5,"Great ride, very smooth",Good communication,
FB0024062,RID0036331,4.0,5.0,Very safe driving,On time at pickup,
FB0024063,RID0036335,3.0,5.0,Music was too loud,Asked to change route,long route taken
FB0024064,RID0036338,4.2,5.0,,,
FB0024065,RID0036339,3.6,4.6,,,
FB0024066,RID0036342,4.2,4.8,A bit late but fine,Polite passenger,
FB0024067,RID0036343,3.9,,Driver took a longer route,,
FB0024068,RID0036346,4.8,3.7,,,polite behavior
FB0024069,RID0036347,3.7,4.6,Vehicle was clean,,
FB0024070,RID0036349,5.0,5.0,,Polite passenger,clean vehicle
FB0024071,RID0036353,4.4,4.8,,,
FB0024072,RID0036354,4.9,4.7,"Great ride, very smooth",,late pickup
FB0024073,RID0036357,5.0,,,,good music
FB0024074,RID0036358,4.1,4.5,,Polite passenger,
FB0024075,RID0036360,4.8,4.0,,,long route taken
FB0024076,RID0036362,4.8,4.7,,Polite passenger,safe driving
FB0024077,RID0036364,4.7,4.6,,,
FB0024078,RID0036365,3.9,4.7,,,
FB0024079,RID0036366,4.5,4.0,,,
FB0024080,RID0036368,3.8,4.9,Good experience overall,Asked to change route,
FB0024081,RID0036371,4.0,3.9,"Great ride, very smooth",Cooperative rider,
FB0024082,RID0036374,4.5,4.4,"Great ride, very smooth",Cooperative rider,
FB0024083,RID0036377,4.6,,,Cooperative rider,
FB0024084,RID0036378,3.9,4.3,Vehicle was clean,,
FB0024085,RID0036380,4.0,4.9,,Polite passenger,
FB0024086,RID0036381,4.6,4.1,Driver took a longer route,,
FB0024087,RID0036383,3.8,4.3,Driver took a longer route,Cooperative rider,
FB0024088,RID0036385,4.1,,Driver took a longer route,Asked to change route,
FB0024089,RID0036387,3.9,,,,
FB0024090,RID0036388,4.8,3.9,,,good music
FB0024091,RID0036392,4.0,,,Cooperative rider,
FB0024092,RID0036394,4.9,,Excellent service,No issues,clean vehicle
FB0024093,RID0036395,5.0,4.3,,,late pickup
FB0024094,RID0036396,3.5,,,,
FB0024095,RID0036397,3.9,3.6,,,
FB0024096,RID0036398,5.0,4.8,Excellent service,,clean vehicle
FB0024097,RID0036399,4.6,4.3,,,
FB0024098,RID0036400,3.7,4.5,,Cooperative rider,
FB0024099,RID0036401,3.9,4.8,Music was too loud,Cooperative rider,
FB0024100,RID0036402,5.0,,Vehicle was clean,,long route taken
FB0024101,RID0036403,5.0,4.5,Very safe driving,On time at pickup,good music
FB0024102,RID0036404,4.7,4.2,Driver took a longer route,,
FB0024103,RID0036405,4.5,4.5,A bit late but fine,,
FB0024104,RID0036407,4.4,4.5,,,
FB0024105,RID0036409,4.6,4.5,,,
FB0024106,RID0036410,4.6,4.1,,Good communication,
FB0024107,RID0036411,3.4,5.0,Vehicle was clean,,
FB0024108,RID0036412,4.8,,Driver took a longer route,,professional
FB0024109,RID0036413,4.6,4.9,,,
FB0024110,RID0036414,5.0,,Excellent service,,safe driving
FB0024111,RID0036417,3.7,,,,
FB0024112,RID0036419,4.9,,,,safe driving
FB0024113,RID0036423,4.0,4.7,,,
FB0024114,RID0036424,4.8,4.5,,,good music
FB0024115,RID0036425,3.9,4.5,,,
FB0024116,RID0036426,3.8,4.9,Music was too loud,,
FB0024117,RID0036427,4.1,4.8,,Cooperative rider,
FB0024118,RID0036428,4.2,,,,
FB0024119,RID0036429,3.6,5.0,Vehicle was clean,,
FB0024120,RID0036430,4.1,5.0,Vehicle was clean,,
FB0024121,RID0036431,4.0,5.0,,On time at pickup,
FB0024122,RID0036432,4.0,5.0,,Asked to change route,
FB0024123,RID0036435,3.8,4.8,,,
FB0024124,RID0036436,4.3,4.0,,,
FB0024125,RID0036437,4.8,4.6,,,professional
FB0024126,RID0036438,4.6,4.0,Excellent service,,
FB0024127,RID0036442,4.9,5.0,,,long route taken
FB0024128,RID0036444,5.0,5.0,,Good communication,long route taken
FB0024129,RID0036445,5.0,3.5,"Great ride, very smooth",,polite behavior
FB0024130,RID0036447,4.4,4.8,Very safe driving,No issues,
FB0024131,RID0036448,4.3,4.0,,,
FB0024132,RID0036449,5.0,4.1,,No issues,polite behavior
FB0024133,RID0036450,4.1,4.4,,,
FB0024134,RID0036451,3.5,5.0,,,
FB0024135,RID0036452,4.5,4.0,Music was too loud,,
FB0024136,RID0036453,4.2,4.3,A bit late but fine,On time at pickup,
FB0024137,RID0036454,4.5,5.0,,Polite passenger,
FB0024138,RID0036455,4.6,4.4,,,
FB0024139,RID0036456,4.1,,,,
FB0024140,RID0036458,4.1,,Vehicle was clean,,
FB0024141,RID0036459,5.0,,Good experience overall,,professional
FB0024142,RID0036461,4.2,4.0,Very safe driving,,
FB0024143,RID0036462,4.8,5.0,A bit late but fine,Good communication,clean vehicle
FB0024144,RID0036463,4.5,3.8,A bit late but fine,,
FB0024145,RID0036466,4.1,4.2,Vehicle was clean,,
FB0024146,RID0036467,3.4,3.8,,,
FB0024147,RID0036468,4.6,3.9,A bit late but fine,,
FB0024148,RID0036469,4.2,4.6,Driver was polite,,
FB0024149,RID0036472,4.8,4.5,Driver was polite,No issues,long route taken
FB0024150,RID0036473,4.0,,,,
FB0024151,RID0036474,4.2,4.5,Driver was polite,,
FB0024152,RID0036475,4.2,,,On time at pickup,
FB0024153,RID0036476,4.2,4.6,Good experience overall,,
FB0024154,RID0036477,5.0,,,,safe driving
FB0024155,RID0036479,4.9,4.9,,,late pickup
FB0024156,RID0036480,3.8,,Vehicle was clean,On time at pickup,
FB0024157,RID0036481,3.8,5.0,A bit late but fine,Cooperative rider,
FB0024158,RID0036482,5.0,4.4,,,clean vehicle
FB0024159,RID0036485,4.0,,,Polite passenger,
FB0024160,RID0036487,5.0,5.0,,,good music
FB0024161,RID0036488,4.5,5.0,Driver was polite,,
FB0024162,RID0036490,4.7,,,Cooperative rider,
FB0024163,RID0036491,4.1,4.8,,,
FB0024164,RID0036494,3.9,3.9,,,
FB0024165,RID0036495,4.5,4.7,,,
FB0024166,RID0036496,3.6,,,,
FB0024167,RID0036497,4.4,4.4,"Great ride, very smooth",,
FB0024168,RID0036498,4.9,4.4,"Great ride, very smooth",Good communication,safe driving
FB0024169,RID0036499,4.5,3.4,,,
FB0024170,RID0036501,4.1,4.5,,,
FB0024171,RID0036506,4.1,4.4,Driver took a longer route,On time at pickup,
FB0024172,RID0036507,3.9,3.8,,,
FB0024173,RID0036508,4.8,3.6,Good experience overall,,polite behavior
FB0024174,RID0036510,3.8,,Good experience overall,,
FB0024175,RID0036512,4.7,4.5,,,
FB0024176,RID0036515,3.4,4.3,,,
FB0024177,RID0036517,4.5,4.9,Vehicle was clean,,
FB0024178,RID0036518,4.6,4.3,,,
FB0024179,RID0036519,4.2,,,,
FB0024180,RID0036520,4.8,5.0,,No issues,late pickup
FB0024181,RID0036523,4.5,4.6,,,
FB0024182,RID0036525,4.7,4.4,,,
FB0024183,RID0036526,3.8,4.3,,No issues,
FB0024184,RID0036527,5.0,,,,long route taken
FB0024185,RID0036528,3.9,,Music was too loud,Cooperative rider,
FB0024186,RID0036530,3.6,5.0,,,
FB0024187,RID0036531,4.9,3.6,,Asked to change route,rude behavior
FB0024188,RID0036532,3.9,4.2,,,
FB0024189,RID0036534,3.7,,Good experience overall,,
FB0024190,RID0036537,5.0,4.0,,Polite passenger,long route taken
FB0024191,RID0036539,4.2,,,Cooperative rider,
FB0024192,RID0036541,3.6,5.0,Very safe driving,,
FB0024193,RID0036542,4.3,,,,
FB0024194,RID0036544,4.7,4.2,,,
FB0024195,RID0036546,5.0,,,,late pickup
FB0024196,RID0036547,4.6,4.8,,,
FB0024197,RID0036548,3.9,4.0,,,
FB0024198,RID0036549,5.0,4.8,,,clean vehicle
FB0024199,RID0036550,3.6,4.9,,Asked to change route,
FB0024200,RID0036551,4.4,5.0,,,
FB0024201,RID0036552,4.6,4.5,"Great ride, very smooth",,
FB0024202,RID0036554,4.4,4.9,Music was too loud,,
FB0024203,RID0036555,4.9,4.0,,,good music
FB0024204,RID0036556,4.3,,,No issues,
FB0024205,RID0036558,4.5,5.0,,,
FB0024206,RID0036561,5.0,,,,professional
FB0024207,RID0036562,4.6,4.2,,,
FB0024208,RID0036564,3.4,5.0,,,
FB0024209,RID0036565,3.7,4.7,Vehicle was clean,,
FB0024210,RID0036567,5.0,,,,clean vehicle
FB0024211,RID0036570,5.0,,,No issues,polite behavior
FB0024212,RID0036572,4.4,5.0,"Great ride, very smooth",,
FB0024213,RID0036573,3.9,5.0,,,
FB0024214,RID0036574,4.4,4.6,Very safe driving,Polite passenger,
FB0024215,RID0036575,5.0,5.0,Vehicle was clean,,safe driving
FB0024216,RID0036576,3.8,3.6,,,
FB0024217,RID0036577,4.2,4.7,Good experience overall,,
FB0024218,RID0036578,4.4,5.0,,,
FB0024219,RID0036580,4.6,5.0,Driver took a longer route,,
FB0024220,RID0036581,5.0,4.9,,,polite behavior
FB0024221,RID0036583,4.0,4.5,Excellent service,On time at pickup,
FB0024222,RID0036584,4.4,4.1,,,
FB0024223,RID0036585,5.0,4.1,"Great ride, very smooth",No issues,late pickup
FB0024224,RID0036586,4.3,4.3,,,
FB0024225,RID0036590,3.5,4.9,,,
FB0024226,RID0036591,4.7,4.7,,,
FB0024227,RID0036593,5.0,4.8,A bit late but fine,Polite passenger,professional
FB0024228,RID0036595,4.9,4.4,Driver was polite,,clean vehicle
FB0024229,RID0036597,3.2,3.9,,,
FB0024230,RID0036600,4.6,4.7,Vehicle was clean,,
FB0024231,RID0036602,5.0,4.4,,,long route taken
FB0024232,RID0036603,4.8,4.9,Vehicle was clean,,long route taken
FB0024233,RID0036604,4.2,5.0,Very safe driving,,
FB0024234,RID0036605,4.4,4.9,,Good communication,
FB0024235,RID0036606,4.6,4.4,,,
FB0024236,RID0036607,4.5,4.6,"Great ride, very smooth",,
FB0024237,RID0036608,5.0,4.3,,Good communication,good music
FB0024238,RID0036609,3.8,3.9,,Good communication,
FB0024239,RID0036611,5.0,3.8,,,late pickup
FB0024240,RID0036612,3.9,4.8,,,
FB0024241,RID0036613,4.1,4.4,,,
FB0024242,RID0036614,4.6,4.9,Music was too loud,Polite passenger,
FB0024243,RID0036616,4.7,4.3,,,
FB0024244,RID0036617,4.0,4.6,Driver took a longer route,,
FB0024245,RID0036619,5.0,,,,professional
FB0024246,RID0036620,4.9,,"Great ride, very smooth",Cooperative rider,rude behavior
FB0024247,RID0036621,5.0,,,,safe driving
FB0024248,RID0036622,4.3,4.4,Good experience overall,Cooperative rider,
FB0024249,RID0036623,5.0,4.9,,,good music
FB0024250,RID0036625,5.0,5.0,,Good communication,long route taken
FB0024251,RID0036627,5.0,4.9,"Great ride, very smooth",No issues,safe driving
FB0024252,RID0036629,4.2,5.0,,,
FB0024253,RID0036630,4.1,4.2,,,
FB0024254,RID0036631,5.0,,,,safe driving
FB0024255,RID0036635,3.9,4.3,,,
FB0024256,RID0036637,4.5,5.0,,,
FB0024257,RID0036638,5.0,4.6,,On time at pickup,long route taken
FB0024258,RID0036642,3.7,4.6,,No issues,
FB0024259,RID0036643,4.0,4.8,,,
FB0024260,RID0036644,4.2,,,,
FB0024261,RID0036647,4.6,4.3,,Asked to change route,
FB0024262,RID0036649,5.0,5.0,A bit late but fine,,safe driving
