vehicle_id,driver_id,vehicle_type,make,model,year,registration_number,fuel_type,insurance_expiry_date,last_service_date
VEH00732,DRV00732,Mini,Maruti Suzuki,Alto,2022,RJ03WQ0867,Petrol,2025-09-12,2024-01-25
VEH00733,DRV00733,Prime,Hyundai,Verna,2019,RJ05HI2599,CNG,2022-12-22,2021-06-26
VEH00734,DRV00734,Auto,Piaggio,Ape,2015,TS08PG5128,CNG,2017-09-01,2021-07-09
VEH00735,DRV00735,XL,Mahindra,Marazzo,2021,MH14NK8126,Petrol,2022-12-25,2025-12-01
VEH00736,DRV00736,Mini,Maruti Suzuki,Alto,2018,GJ14SF4594,Diesel,2019-05-17,2024-08-08
VEH00737,DRV00737,XL,Maruti Suzuki,Ertiga,2020,WB01XU7072,Petrol,2021-11-19,2023-10-18
VEH00738,DRV00738,Mini,Hyundai,Santro,2017,KA10AZ1288,Petrol,2020-05-31,2018-11-10
VEH00739,DRV00739,Bike,Bajaj,Pulsar,2026,MH12FJ8997,Electric,2027-10-12,
VEH00740,DRV00740,Bike,TVS,Apache,2026,TN18CI0241,CNG,2028-11-20,
VEH00741,DRV00741,Mini,Hyundai,Santro,2025,TN01RO7299,Petrol,2027-11-11,2026-04-28
VEH00742,DRV00742,Prime,Maruti Suzuki,Ciaz,2025,DL03ZA9515,Petrol,2028-02-29,2026-04-03
VEH00743,DRV00743,Prime,Honda,City,2023,RJ09FN0786,Petrol,2025-10-24,2025-09-25
VEH00744,DRV00744,Mini,Hyundai,Santro,2022,GJ17WQ1549,Electric,2023-09-10,2024-08-15
VEH00745,DRV00745,Prime,Maruti Suzuki,Ciaz,2025,KA17PN2658,CNG,2028-06-30,2026-05-09
VEH00746,DRV00746,Auto,Piaggio,Ape,2022,TS09DR6704,Electric,2025-07-17,2024-09-03
VEH00747,DRV00747,Auto,Bajaj,RE Auto,2024,GJ16MM7182,CNG,2026-08-01,2026-01-28
VEH00748,DRV00748,Prime,Honda,City,2019,DL13FA9889,Petrol,2021-02-18,2022-12-08
VEH00749,DRV00749,Prime,Maruti Suzuki,Ciaz,2023,TN02QC3627,CNG,2026-05-15,2023-11-07
VEH00750,DRV00750,Bike,Hero,Splendor,2026,GJ17PH2793,Petrol,2028-09-03,
VEH00751,DRV00751,Mini,Maruti Suzuki,Alto,2025,MH09FA5263,Petrol,2026-09-19,2026-05-12
VEH00752,DRV00752,Bike,Hero,Splendor,2022,WB14PS7251,CNG,2025-02-12,2025-05-16
VEH00753,DRV00753,Mini,Hyundai,Santro,2024,RJ17BD8567,CNG,2026-11-03,2025-02-22
VEH00754,DRV00754,Auto,Bajaj,RE Auto,2026,MH11KS5785,Petrol,2027-03-26,
VEH00755,DRV00755,Auto,Bajaj,RE Auto,2024,RJ01YK2208,Petrol,2025-09-07,2025-11-03
VEH00756,DRV00756,Mini,Maruti Suzuki,WagonR,2021,DL04BQ5081,CNG,2024-01-20,2022-10-12
VEH00757,DRV00757,Bike,Hero,Splendor,2017,MH08UO3501,Diesel,2018-11-24,2022-05-13
VEH00758,DRV00758,Prime,Hyundai,Verna,2021,GJ17DL5142,CNG,2023-04-12,2026-03-04
VEH00759,DRV00759,XL,Maruti Suzuki,Ertiga,2017,DL15LG9652,Petrol,2018-10-04,2019-04-15
VEH00760,DRV00760,Auto,Bajaj,RE Auto,2019,KA11LU5073,CNG,2021-11-05,2025-10-12
VEH00761,DRV00761,Mini,Maruti Suzuki,WagonR,2018,RJ19UE1336,Petrol,2020-12-24,2025-06-07
VEH00762,DRV00762,Mini,Maruti Suzuki,Alto,2025,TN14FW1407,CNG,2026-07-09,2025-10-26
VEH00763,DRV00763,Mini,Maruti Suzuki,Alto,2015,RJ02ZE1714,CNG,2017-11-01,2017-02-23
VEH00764,DRV00764,Mini,Maruti Suzuki,WagonR,2020,KA20GK4958,Petrol,2023-06-12,2020-11-15
VEH00765,DRV00765,Mini,Hyundai,Santro,2023,MH09DT5331,CNG,2025-08-24,2024-11-07
VEH00766,DRV00766,Prime,Hyundai,Verna,2021,TN07NF7195,CNG,2024-07-08,2024-04-19
VEH00767,DRV00767,Auto,Piaggio,Ape,2021,RJ06SS6800,CNG,2024-08-02,2025-11-16
VEH00768,DRV00768,XL,Maruti Suzuki,Ertiga,2022,DL05MA4661,Diesel,2025-07-13,2025-08-15
VEH00769,DRV00769,Mini,Hyundai,Santro,2015,UP11UM1636,CNG,2018-01-31,2024-07-11
VEH00770,DRV00770,Prime,Honda,City,2022,DL11EX5737,Petrol,2024-10-11,2026-04-01
VEH00771,DRV00771,Mini,Hyundai,Santro,2025,KA14IS0464,Petrol,2028-01-23,2025-06-21
VEH00772,DRV00772,Mini,Maruti Suzuki,Alto,2017,KA01XB6984,Petrol,2020-09-12,2024-12-14
VEH00773,DRV00773,XL,Mahindra,Marazzo,2016,WB15FY7059,Petrol,2018-04-19,2017-03-27
VEH00774,DRV00774,Bike,Bajaj,Pulsar,2019,DL06DA6149,Petrol,2020-06-12,2024-03-27
VEH00775,DRV00775,Prime,Hyundai,Verna,2015,TS04PB4421,CNG,2018-07-05,2024-03-23
VEH00776,DRV00776,Auto,Bajaj,RE Auto,2025,MH09XA7900,CNG,2028-03-15,2026-07-04
VEH00777,DRV00777,Auto,Bajaj,RE Auto,2019,DL09BA7882,CNG,2020-01-06,2021-08-18
VEH00778,DRV00778,XL,Mahindra,Marazzo,2020,WB01GW1687,CNG,2023-04-18,2022-01-13
VEH00779,DRV00779,Prime,Maruti Suzuki,Ciaz,2019,MH06YS6486,CNG,2021-07-19,2023-11-12
VEH00780,DRV00780,Bike,TVS,Apache,2025,WB17LH2478,CNG,2027-12-24,2026-05-30
VEH00781,DRV00781,XL,Mahindra,Marazzo,2023,MH16MJ8098,CNG,2025-10-12,2026-05-19
VEH00782,DRV00782,XL,Maruti Suzuki,Ertiga,2023,WB18YA0972,Electric,2024-06-26,2024-10-18
VEH00783,DRV00783,Mini,Maruti Suzuki,Alto,2016,MH03JW9294,CNG,2018-06-11,2020-05-18
VEH00784,DRV00784,Auto,Bajaj,RE Auto,2021,RJ11AV7146,Petrol,2022-02-05,2021-07-29
VEH00785,DRV00785,XL,Mahindra,Marazzo,2020,UP12AT3641,Petrol,2021-06-16,2022-09-09
VEH00786,DRV00786,Prime,Honda,City,2018,KA18EC7098,Diesel,2021-01-16,2018-05-11
VEH00787,DRV00787,Auto,Bajaj,RE Auto,2022,DL06KG7735,Electric,2025-01-04,2022-07-10
VEH00788,DRV00788,Auto,Piaggio,Ape,2017,KA08ZC9671,Petrol,2020-10-11,2020-06-03
VEH00789,DRV00789,Prime,Maruti Suzuki,Ciaz,2018,DL03HL2488,Petrol,2019-02-05,2019-07-08
VEH00790,DRV00790,Bike,Bajaj,Pulsar,2026,UP12EH5668,Petrol,2027-05-16,
VEH00791,DRV00791,Prime,Honda,City,2024,DL16BV6294,CNG,2026-10-13,2026-06-17
VEH00792,DRV00792,Mini,Hyundai,Santro,2022,TS20DP8333,Electric,2025-07-20,2025-11-15
VEH00793,DRV00793,Mini,Maruti Suzuki,WagonR,2018,GJ03TP7954,Petrol,2019-07-18,2022-04-14
VEH00794,DRV00794,Bike,Bajaj,Pulsar,2025,TS03UC0213,Electric,2027-05-19,2026-02-28
VEH00795,DRV00795,Auto,Piaggio,Ape,2025,WB07YF3131,Diesel,2027-04-22,2025-10-14
VEH00796,DRV00796,Bike,TVS,Apache,2022,RJ04RT4817,Petrol,2023-07-19,2024-10-25
VEH00797,DRV00797,Bike,TVS,Apache,2022,DL20XG9725,Diesel,2023-05-14,2025-03-24
VEH00798,DRV00798,Mini,Maruti Suzuki,WagonR,2015,KA10VO4895,Petrol,2017-12-20,2022-11-09
VEH00799,DRV00799,Auto,Piaggio,Ape,2021,KA05LO2243,Diesel,2023-12-21,2023-10-15
VEH00800,DRV00800,Auto,Bajaj,RE Auto,2016,RJ14KR1065,Petrol,2017-09-07,2020-10-28
