coupon_id,ride_id,coupon_code,campaign_name,discount_type,discount_value,discount_amt,valid_from,valid_to
CPN0005377,RID0035053,RAINY10,Monsoon special,percentage,10,6.9,2026-04-05,2026-05-12
CPN0005378,RID0035054,WEEKEND15,Weekend ride offer,percentage,15,20.27,2025-04-25,2025-05-25
CPN0005379,RID0035055,WELCOME50,New user welcome offer,flat,50,23.0,2024-08-29,2024-09-16
CPN0005380,RID0035071,FIRST20,First ride discount,percentage,20,11.0,2024-09-12,2024-10-17
CPN0005381,RID0035079,LOYAL30,Loyalty reward,flat,30,30.0,2025-12-02,2025-12-20
CPN0005382,RID0035080,LOYAL30,Loyalty reward,flat,30,30.0,2024-06-28,2024-07-19
CPN0005383,RID0035085,LOYAL30,Loyalty reward,flat,30,30.0,2024-12-31,2025-01-29
CPN0005384,RID0035098,FIRST20,First ride discount,percentage,20,46.01,2025-05-23,2025-06-07
CPN0005385,RID0035108,WEEKEND15,Weekend ride offer,percentage,15,15.8,2024-10-07,2024-10-20
CPN0005386,RID0035112,FEST100,Festive season offer,flat,100,30.0,2025-11-19,2025-12-18
CPN0005387,RID0035128,RAINY10,Monsoon special,percentage,10,16.15,2025-11-07,2025-11-28
CPN0005388,RID0035134,LOYAL30,Loyalty reward,flat,30,30.0,2025-04-08,2025-05-01
CPN0005389,RID0035136,WELCOME50,New user welcome offer,flat,50,32.74,2026-01-09,2026-02-08
CPN0005390,RID0035140,WEEKEND15,Weekend ride offer,percentage,15,15.63,2025-09-24,2025-10-13
CPN0005391,RID0035141,FIRST20,First ride discount,percentage,20,39.6,2025-02-12,2025-03-10
CPN0005392,RID0035167,FIRST20,First ride discount,percentage,20,14.33,2025-03-14,2025-04-01
CPN0005393,RID0035169,LOYAL30,Loyalty reward,flat,30,30.0,2026-02-07,2026-03-15
CPN0005394,RID0035186,FIRST20,First ride discount,percentage,20,14.22,2024-07-06,2024-07-31
CPN0005395,RID0035190,LOYAL30,Loyalty reward,flat,30,30.0,2024-02-17,2024-03-05
CPN0005396,RID0035192,FEST100,Festive season offer,flat,100,32.14,2025-06-16,2025-07-10
CPN0005397,RID0035202,FIRST20,First ride discount,percentage,20,6.92,2025-10-05,2025-10-24
CPN0005398,RID0035205,WELCOME50,New user welcome offer,flat,50,50.0,2024-08-03,2024-08-26
CPN0005399,RID0035207,FEST100,Festive season offer,flat,100,100.0,2025-08-10,2025-09-08
CPN0005400,RID0035221,WEEKEND15,Weekend ride offer,percentage,15,7.46,2025-04-24,2025-05-24
CPN0005401,RID0035225,FIRST20,First ride discount,percentage,20,28.87,2026-03-18,2026-04-02
CPN0005402,RID0035226,WEEKEND15,Weekend ride offer,percentage,15,8.49,2024-06-26,2024-07-23
CPN0005403,RID0035233,LOYAL30,Loyalty reward,flat,30,24.67,2024-07-30,2024-08-21
CPN0005404,RID0035238,FIRST20,First ride discount,percentage,20,18.7,2026-04-11,2026-05-10
CPN0005405,RID0035241,LOYAL30,Loyalty reward,flat,30,30.0,2023-12-23,2024-01-18
CPN0005406,RID0035242,FIRST20,First ride discount,percentage,20,8.81,2024-06-25,2024-07-17
CPN0005407,RID0035243,WELCOME50,New user welcome offer,flat,50,50.0,2025-11-10,2025-12-06
CPN0005408,RID0035246,RAINY10,Monsoon special,percentage,10,14.48,2024-12-24,2025-01-28
CPN0005409,RID0035252,LOYAL30,Loyalty reward,flat,30,20.52,2025-10-18,2025-11-25
CPN0005410,RID0035258,FIRST20,First ride discount,percentage,20,18.22,2026-03-20,2026-04-22
CPN0005411,RID0035270,LOYAL30,Loyalty reward,flat,30,30.0,2024-09-20,2024-10-19
CPN0005412,RID0035279,LOYAL30,Loyalty reward,flat,30,14.99,2025-01-11,2025-02-04
CPN0005413,RID0035289,FEST100,Festive season offer,flat,100,100.0,2024-07-26,2024-08-17
CPN0005414,RID0035295,FEST100,Festive season offer,flat,100,11.1,2026-03-16,2026-04-16
CPN0005415,RID0035298,FEST100,Festive season offer,flat,100,41.82,2024-04-08,2024-05-16
CPN0005416,RID0035319,WEEKEND15,Weekend ride offer,percentage,15,21.43,2024-06-22,2024-07-20
CPN0005417,RID0035341,FIRST20,First ride discount,percentage,20,22.85,2025-01-23,2025-02-08
CPN0005418,RID0035343,FIRST20,First ride discount,percentage,20,46.25,2025-11-21,2025-12-17
CPN0005419,RID0035351,WELCOME50,New user welcome offer,flat,50,21.24,2024-01-24,2024-02-18
CPN0005420,RID0035372,FEST100,Festive season offer,flat,100,20.1,2023-12-21,2024-01-22
CPN0005421,RID0035376,LOYAL30,Loyalty reward,flat,30,30.0,2025-01-14,2025-02-10
CPN0005422,RID0035378,WEEKEND15,Weekend ride offer,percentage,15,21.29,2026-01-26,2026-03-03
CPN0005423,RID0035383,LOYAL30,Loyalty reward,flat,30,25.61,2025-05-09,2025-05-22
CPN0005424,RID0035387,FIRST20,First ride discount,percentage,20,17.02,2025-04-27,2025-05-22
CPN0005425,RID0035394,FIRST20,First ride discount,percentage,20,66.54,2025-12-28,2026-02-03
CPN0005426,RID0035396,WELCOME50,New user welcome offer,flat,50,50.0,2024-01-06,2024-01-30
CPN0005427,RID0035423,FEST100,Festive season offer,flat,100,100.0,2026-02-22,2026-03-24
CPN0005428,RID0035431,WEEKEND15,Weekend ride offer,percentage,15,13.95,2024-04-18,2024-05-12
CPN0005429,RID0035446,FIRST20,First ride discount,percentage,20,22.85,2026-02-20,2026-03-13
CPN0005430,RID0035447,FIRST20,First ride discount,percentage,20,30.28,2024-04-15,2024-05-13
CPN0005431,RID0035472,RAINY10,Monsoon special,percentage,10,14.39,2024-12-26,2025-01-22
CPN0005432,RID0035488,FIRST20,First ride discount,percentage,20,15.38,2026-01-07,2026-01-31
CPN0005433,RID0035492,WELCOME50,New user welcome offer,flat,50,47.02,2025-11-01,2025-12-04
CPN0005434,RID0035505,WEEKEND15,Weekend ride offer,percentage,15,17.11,2025-06-16,2025-07-26
CPN0005435,RID0035516,LOYAL30,Loyalty reward,flat,30,30.0,2024-08-16,2024-09-06
CPN0005436,RID0035536,FEST100,Festive season offer,flat,100,15.71,2025-07-08,2025-08-04
CPN0005437,RID0035539,WELCOME50,New user welcome offer,flat,50,47.23,2024-01-16,2024-02-13
CPN0005438,RID0035541,FIRST20,First ride discount,percentage,20,18.04,2024-11-02,2024-11-28
CPN0005439,RID0035547,FEST100,Festive season offer,flat,100,52.58,2024-03-19,2024-04-23
CPN0005440,RID0035561,FIRST20,First ride discount,percentage,20,49.82,2025-08-08,2025-08-25
CPN0005441,RID0035571,LOYAL30,Loyalty reward,flat,30,30.0,2025-10-25,2025-11-18
CPN0005442,RID0035572,LOYAL30,Loyalty reward,flat,30,30.0,2025-05-10,2025-06-19
CPN0005443,RID0035577,FIRST20,First ride discount,percentage,20,19.45,2024-06-13,2024-07-01
CPN0005444,RID0035580,WEEKEND15,Weekend ride offer,percentage,15,14.27,2026-06-10,2026-07-01
CPN0005445,RID0035583,WEEKEND15,Weekend ride offer,percentage,15,13.98,2024-10-10,2024-11-10
CPN0005446,RID0035588,LOYAL30,Loyalty reward,flat,30,30.0,2024-09-20,2024-10-13
CPN0005447,RID0035593,RAINY10,Monsoon special,percentage,10,3.0,2024-04-07,2024-05-10
CPN0005448,RID0035595,FIRST20,First ride discount,percentage,20,21.64,2026-04-28,2026-05-31
CPN0005449,RID0035598,LOYAL30,Loyalty reward,flat,30,30.0,2024-07-13,2024-08-03
CPN0005450,RID0035603,FEST100,Festive season offer,flat,100,60.91,2026-03-12,2026-04-18
CPN0005451,RID0035608,LOYAL30,Loyalty reward,flat,30,30.0,2024-01-20,2024-02-14
CPN0005452,RID0035625,WEEKEND15,Weekend ride offer,percentage,15,9.67,2024-08-10,2024-08-27
CPN0005453,RID0035631,WEEKEND15,Weekend ride offer,percentage,15,26.96,2024-11-20,2024-12-10
CPN0005454,RID0035647,WELCOME50,New user welcome offer,flat,50,50.0,2025-05-22,2025-06-20
CPN0005455,RID0035651,FEST100,Festive season offer,flat,100,46.32,2026-05-28,2026-06-17
CPN0005456,RID0035655,WELCOME50,New user welcome offer,flat,50,50.0,2025-03-01,2025-04-07
CPN0005457,RID0035682,FEST100,Festive season offer,flat,100,69.76,2026-01-20,2026-02-13
CPN0005458,RID0035689,WEEKEND15,Weekend ride offer,percentage,15,6.21,2026-02-10,2026-02-26
CPN0005459,RID0035692,FEST100,Festive season offer,flat,100,23.29,2026-02-26,2026-03-30
CPN0005460,RID0035701,LOYAL30,Loyalty reward,flat,30,24.12,2025-06-26,2025-07-11
CPN0005461,RID0035702,RAINY10,Monsoon special,percentage,10,7.45,2025-01-03,2025-02-07
CPN0005462,RID0035704,FIRST20,First ride discount,percentage,20,29.03,2025-03-23,2025-04-25
CPN0005463,RID0035705,LOYAL30,Loyalty reward,flat,30,22.42,2025-07-22,2025-08-11
CPN0005464,RID0035710,FIRST20,First ride discount,percentage,20,13.37,2024-07-28,2024-08-28
CPN0005465,RID0035727,LOYAL30,Loyalty reward,flat,30,30.0,2024-09-09,2024-09-22
CPN0005466,RID0035729,WELCOME50,New user welcome offer,flat,50,50.0,2025-11-08,2025-12-02
CPN0005467,RID0035733,LOYAL30,Loyalty reward,flat,30,30.0,2024-09-06,2024-10-08
CPN0005468,RID0035736,FIRST20,First ride discount,percentage,20,27.0,2024-07-23,2024-08-26
CPN0005469,RID0035742,WELCOME50,New user welcome offer,flat,50,50.0,2024-05-05,2024-05-31
CPN0005470,RID0035744,WELCOME50,New user welcome offer,flat,50,35.54,2024-07-29,2024-08-30
CPN0005471,RID0035746,RAINY10,Monsoon special,percentage,10,11.4,2024-07-22,2024-08-06
CPN0005472,RID0035761,RAINY10,Monsoon special,percentage,10,8.89,2024-07-12,2024-08-03
CPN0005473,RID0035769,LOYAL30,Loyalty reward,flat,30,17.14,2025-03-15,2025-04-11
CPN0005474,RID0035793,RAINY10,Monsoon special,percentage,10,7.28,2025-01-08,2025-02-03
CPN0005475,RID0035819,LOYAL30,Loyalty reward,flat,30,30.0,2026-06-30,2026-07-26
CPN0005476,RID0035821,WEEKEND15,Weekend ride offer,percentage,15,12.22,2025-03-03,2025-04-09
CPN0005477,RID0035833,LOYAL30,Loyalty reward,flat,30,20.88,2026-02-25,2026-03-25
CPN0005478,RID0035850,FEST100,Festive season offer,flat,100,100.0,2025-12-24,2026-01-18
CPN0005479,RID0035855,RAINY10,Monsoon special,percentage,10,8.1,2025-04-02,2025-05-01
CPN0005480,RID0035866,WEEKEND15,Weekend ride offer,percentage,15,11.24,2026-06-18,2026-07-11
CPN0005481,RID0035872,FIRST20,First ride discount,percentage,20,26.92,2024-01-29,2024-02-20
CPN0005482,RID0035887,FEST100,Festive season offer,flat,100,18.18,2024-05-03,2024-05-28
CPN0005483,RID0035890,RAINY10,Monsoon special,percentage,10,13.02,2024-04-13,2024-04-27
CPN0005484,RID0035892,FIRST20,First ride discount,percentage,20,19.73,2025-08-24,2025-09-17
CPN0005485,RID0035907,LOYAL30,Loyalty reward,flat,30,30.0,2026-07-07,2026-07-20
CPN0005486,RID0035913,FIRST20,First ride discount,percentage,20,36.12,2025-01-22,2025-03-02
CPN0005487,RID0035917,WELCOME50,New user welcome offer,flat,50,44.64,2024-05-31,2024-06-24
CPN0005488,RID0035918,FIRST20,First ride discount,percentage,20,27.44,2026-03-16,2026-04-15
CPN0005489,RID0035921,FIRST20,First ride discount,percentage,20,25.34,2025-02-19,2025-03-18
CPN0005490,RID0035933,WEEKEND15,Weekend ride offer,percentage,15,15.27,2025-05-05,2025-06-08
CPN0005491,RID0035940,WEEKEND15,Weekend ride offer,percentage,15,10.62,2024-05-06,2024-05-23
CPN0005492,RID0035957,FEST100,Festive season offer,flat,100,61.56,2024-05-23,2024-07-01
CPN0005493,RID0035958,WEEKEND15,Weekend ride offer,percentage,15,8.96,2024-12-02,2025-01-05
CPN0005494,RID0035989,WEEKEND15,Weekend ride offer,percentage,15,25.44,2024-02-02,2024-02-24
CPN0005495,RID0035996,FIRST20,First ride discount,percentage,20,5.41,2024-07-21,2024-08-09
CPN0005496,RID0036016,RAINY10,Monsoon special,percentage,10,34.38,2024-03-22,2024-04-12
CPN0005497,RID0036032,FIRST20,First ride discount,percentage,20,57.07,2025-03-09,2025-04-13
CPN0005498,RID0036034,WELCOME50,New user welcome offer,flat,50,50.0,2026-02-25,2026-03-19
CPN0005499,RID0036035,WEEKEND15,Weekend ride offer,percentage,15,15.2,2024-02-17,2024-03-08
CPN0005500,RID0036036,LOYAL30,Loyalty reward,flat,30,30.0,2024-11-08,2024-11-29
CPN0005501,RID0036064,FIRST20,First ride discount,percentage,20,7.91,2024-10-02,2024-10-31
CPN0005502,RID0036072,FEST100,Festive season offer,flat,100,51.6,2024-08-13,2024-09-13
CPN0005503,RID0036076,LOYAL30,Loyalty reward,flat,30,29.48,2026-05-26,2026-06-11
CPN0005504,RID0036078,RAINY10,Monsoon special,percentage,10,3.71,2024-07-22,2024-08-20
CPN0005505,RID0036083,FEST100,Festive season offer,flat,100,32.14,2023-12-25,2024-01-27
CPN0005506,RID0036086,FIRST20,First ride discount,percentage,20,30.73,2024-05-25,2024-06-17
CPN0005507,RID0036090,RAINY10,Monsoon special,percentage,10,10.56,2024-08-11,2024-08-26
CPN0005508,RID0036092,LOYAL30,Loyalty reward,flat,30,30.0,2024-10-21,2024-11-16
CPN0005509,RID0036102,FIRST20,First ride discount,percentage,20,7.82,2024-10-21,2024-11-09
CPN0005510,RID0036120,FIRST20,First ride discount,percentage,20,4.4,2025-03-16,2025-04-11
CPN0005511,RID0036133,WELCOME50,New user welcome offer,flat,50,48.24,2024-04-12,2024-05-05
CPN0005512,RID0036134,WEEKEND15,Weekend ride offer,percentage,15,13.68,2025-01-07,2025-01-31
CPN0005513,RID0036139,FEST100,Festive season offer,flat,100,43.16,2025-06-11,2025-06-29
CPN0005514,RID0036162,FEST100,Festive season offer,flat,100,45.22,2024-02-25,2024-03-21
CPN0005515,RID0036166,RAINY10,Monsoon special,percentage,10,3.85,2024-04-28,2024-05-13
CPN0005516,RID0036171,FIRST20,First ride discount,percentage,20,6.36,2025-01-20,2025-02-09
CPN0005517,RID0036177,RAINY10,Monsoon special,percentage,10,3.28,2025-02-13,2025-03-24
CPN0005518,RID0036179,FIRST20,First ride discount,percentage,20,18.99,2025-07-29,2025-08-17
CPN0005519,RID0036194,LOYAL30,Loyalty reward,flat,30,12.18,2025-08-15,2025-09-07
CPN0005520,RID0036199,LOYAL30,Loyalty reward,flat,30,30.0,2024-01-01,2024-01-31
CPN0005521,RID0036200,FEST100,Festive season offer,flat,100,26.88,2025-05-24,2025-06-27
CPN0005522,RID0036204,RAINY10,Monsoon special,percentage,10,7.1,2024-05-26,2024-06-14
CPN0005523,RID0036214,FIRST20,First ride discount,percentage,20,14.34,2023-12-30,2024-01-27
CPN0005524,RID0036216,WEEKEND15,Weekend ride offer,percentage,15,8.41,2024-08-09,2024-08-24
CPN0005525,RID0036227,WELCOME50,New user welcome offer,flat,50,46.08,2025-02-18,2025-03-15
CPN0005526,RID0036234,LOYAL30,Loyalty reward,flat,30,30.0,2024-11-02,2024-11-28
CPN0005527,RID0036247,WELCOME50,New user welcome offer,flat,50,26.1,2025-06-04,2025-06-18
CPN0005528,RID0036252,RAINY10,Monsoon special,percentage,10,7.32,2024-06-06,2024-07-14
CPN0005529,RID0036272,FEST100,Festive season offer,flat,100,13.18,2024-07-11,2024-08-02
CPN0005530,RID0036276,LOYAL30,Loyalty reward,flat,30,30.0,2026-01-26,2026-02-18
CPN0005531,RID0036279,LOYAL30,Loyalty reward,flat,30,25.5,2025-11-30,2025-12-20
CPN0005532,RID0036280,LOYAL30,Loyalty reward,flat,30,30.0,2025-04-05,2025-05-05
CPN0005533,RID0036281,RAINY10,Monsoon special,percentage,10,12.76,2025-02-19,2025-03-18
CPN0005534,RID0036286,RAINY10,Monsoon special,percentage,10,7.36,2025-08-08,2025-09-06
CPN0005535,RID0036291,WELCOME50,New user welcome offer,flat,50,22.86,2024-01-18,2024-02-06
CPN0005536,RID0036295,RAINY10,Monsoon special,percentage,10,16.24,2024-06-08,2024-07-11
CPN0005537,RID0036302,RAINY10,Monsoon special,percentage,10,7.68,2024-10-28,2024-11-25
CPN0005538,RID0036308,WEEKEND15,Weekend ride offer,percentage,15,8.14,2025-05-15,2025-06-08
CPN0005539,RID0036314,WEEKEND15,Weekend ride offer,percentage,15,10.02,2024-03-22,2024-04-16
CPN0005540,RID0036317,WEEKEND15,Weekend ride offer,percentage,15,37.84,2024-02-25,2024-03-27
CPN0005541,RID0036323,FIRST20,First ride discount,percentage,20,24.42,2025-04-17,2025-05-25
CPN0005542,RID0036362,WELCOME50,New user welcome offer,flat,50,24.42,2026-06-05,2026-07-03
CPN0005543,RID0036368,FIRST20,First ride discount,percentage,20,8.65,2024-01-16,2024-02-21
CPN0005544,RID0036374,FIRST20,First ride discount,percentage,20,18.36,2026-02-12,2026-02-27
CPN0005545,RID0036387,LOYAL30,Loyalty reward,flat,30,11.76,2024-12-24,2025-01-08
CPN0005546,RID0036388,RAINY10,Monsoon special,percentage,10,31.77,2025-12-13,2025-12-29
CPN0005547,RID0036409,FIRST20,First ride discount,percentage,20,11.74,2024-07-31,2024-08-29
CPN0005548,RID0036417,WELCOME50,New user welcome offer,flat,50,42.18,2025-10-16,2025-11-17
CPN0005549,RID0036422,WELCOME50,New user welcome offer,flat,50,27.24,2024-03-13,2024-04-09
CPN0005550,RID0036429,FIRST20,First ride discount,percentage,20,16.44,2025-06-27,2025-07-24
CPN0005551,RID0036430,WELCOME50,New user welcome offer,flat,50,40.78,2026-05-01,2026-05-19
CPN0005552,RID0036432,RAINY10,Monsoon special,percentage,10,3.43,2024-08-06,2024-08-28
CPN0005553,RID0036447,WEEKEND15,Weekend ride offer,percentage,15,17.6,2024-04-05,2024-04-30
CPN0005554,RID0036450,WELCOME50,New user welcome offer,flat,50,42.84,2025-05-24,2025-06-19
CPN0005555,RID0036455,FEST100,Festive season offer,flat,100,73.14,2025-12-15,2026-01-20
CPN0005556,RID0036456,FIRST20,First ride discount,percentage,20,5.18,2025-05-10,2025-06-07
CPN0005557,RID0036461,RAINY10,Monsoon special,percentage,10,10.46,2025-10-01,2025-10-18
CPN0005558,RID0036466,WELCOME50,New user welcome offer,flat,50,50.0,2025-09-03,2025-09-27
CPN0005559,RID0036477,FIRST20,First ride discount,percentage,20,17.69,2025-07-17,2025-07-30
CPN0005560,RID0036481,RAINY10,Monsoon special,percentage,10,7.58,2025-02-26,2025-03-28
CPN0005561,RID0036494,LOYAL30,Loyalty reward,flat,30,30.0,2026-04-25,2026-05-12
CPN0005562,RID0036501,LOYAL30,Loyalty reward,flat,30,30.0,2025-02-06,2025-03-06
CPN0005563,RID0036528,LOYAL30,Loyalty reward,flat,30,30.0,2026-04-13,2026-04-29
CPN0005564,RID0036533,FEST100,Festive season offer,flat,100,45.69,2024-08-31,2024-09-27
CPN0005565,RID0036534,LOYAL30,Loyalty reward,flat,30,30.0,2024-08-27,2024-09-17
CPN0005566,RID0036547,RAINY10,Monsoon special,percentage,10,11.38,2026-06-15,2026-07-07
CPN0005567,RID0036554,RAINY10,Monsoon special,percentage,10,5.62,2024-07-03,2024-07-29
CPN0005568,RID0036555,RAINY10,Monsoon special,percentage,10,10.08,2024-06-12,2024-07-09
CPN0005569,RID0036570,WEEKEND15,Weekend ride offer,percentage,15,5.64,2026-03-28,2026-04-25
CPN0005570,RID0036586,RAINY10,Monsoon special,percentage,10,7.36,2024-02-11,2024-03-11
CPN0005571,RID0036591,WEEKEND15,Weekend ride offer,percentage,15,9.23,2025-05-20,2025-06-05
CPN0005572,RID0036595,WELCOME50,New user welcome offer,flat,50,16.75,2025-11-20,2025-12-10
CPN0005573,RID0036610,WEEKEND15,Weekend ride offer,percentage,15,16.85,2025-11-07,2025-11-22
CPN0005574,RID0036619,FIRST20,First ride discount,percentage,20,7.92,2024-10-28,2024-11-21
CPN0005575,RID0036623,RAINY10,Monsoon special,percentage,10,9.46,2024-11-05,2024-12-07
CPN0005576,RID0036627,FEST100,Festive season offer,flat,100,51.34,2026-05-13,2026-05-28
CPN0005577,RID0036630,WELCOME50,New user welcome offer,flat,50,50.0,2025-04-24,2025-05-19
CPN0005578,RID0036639,RAINY10,Monsoon special,percentage,10,7.52,2026-05-11,2026-06-11
CPN0005579,RID0036649,WEEKEND15,Weekend ride offer,percentage,15,10.11,2024-03-18,2024-04-15
CPN0005580,RID0036653,WELCOME50,New user welcome offer,flat,50,50.0,2025-08-25,2025-09-15
CPN0005581,RID0036660,FEST100,Festive season offer,flat,100,39.6,2025-12-26,2026-01-08
CPN0005582,RID0036662,WELCOME50,New user welcome offer,flat,50,39.3,2026-02-10,2026-02-28
CPN0005583,RID0036676,FEST100,Festive season offer,flat,100,55.5,2024-11-06,2024-12-04
CPN0005584,RID0036684,WEEKEND15,Weekend ride offer,percentage,15,21.2,2026-06-21,2026-07-09
CPN0005585,RID0036686,FIRST20,First ride discount,percentage,20,13.54,2025-08-06,2025-08-31
CPN0005586,RID0036704,LOYAL30,Loyalty reward,flat,30,17.37,2026-05-27,2026-06-22
CPN0005587,RID0036718,RAINY10,Monsoon special,percentage,10,8.24,2025-05-14,2025-06-09
CPN0005588,RID0036735,WELCOME50,New user welcome offer,flat,50,34.47,2025-10-13,2025-11-08
CPN0005589,RID0036737,FEST100,Festive season offer,flat,100,29.7,2024-11-06,2024-12-04
CPN0005590,RID0036752,RAINY10,Monsoon special,percentage,10,4.49,2025-12-27,2026-01-24
CPN0005591,RID0036771,LOYAL30,Loyalty reward,flat,30,13.46,2026-05-08,2026-06-10
CPN0005592,RID0036774,WELCOME50,New user welcome offer,flat,50,15.23,2025-04-29,2025-05-15
CPN0005593,RID0036791,FEST100,Festive season offer,flat,100,100.0,2025-02-01,2025-02-27
CPN0005594,RID0036794,WEEKEND15,Weekend ride offer,percentage,15,6.78,2025-12-08,2025-12-31
CPN0005595,RID0036798,FEST100,Festive season offer,flat,100,22.5,2025-09-11,2025-10-04
CPN0005596,RID0036803,FEST100,Festive season offer,flat,100,26.16,2024-02-05,2024-03-03
CPN0005597,RID0036805,WEEKEND15,Weekend ride offer,percentage,15,15.8,2024-03-20,2024-04-21
CPN0005598,RID0036812,RAINY10,Monsoon special,percentage,10,3.69,2026-05-29,2026-06-14
CPN0005599,RID0036825,LOYAL30,Loyalty reward,flat,30,28.9,2024-06-25,2024-07-15
CPN0005600,RID0036830,WELCOME50,New user welcome offer,flat,50,41.58,2026-02-26,2026-03-19
CPN0005601,RID0036835,WELCOME50,New user welcome offer,flat,50,16.16,2024-05-01,2024-06-05
CPN0005602,RID0036839,FIRST20,First ride discount,percentage,20,9.85,2026-05-21,2026-06-16
CPN0005603,RID0036847,LOYAL30,Loyalty reward,flat,30,30.0,2024-03-05,2024-04-10
CPN0005604,RID0036848,RAINY10,Monsoon special,percentage,10,11.58,2025-07-12,2025-08-11
CPN0005605,RID0036852,WELCOME50,New user welcome offer,flat,50,50.0,2025-03-05,2025-03-26
CPN0005606,RID0036859,RAINY10,Monsoon special,percentage,10,13.62,2025-11-15,2025-12-18
CPN0005607,RID0036881,WELCOME50,New user welcome offer,flat,50,13.73,2025-07-17,2025-08-09
CPN0005608,RID0036882,WELCOME50,New user welcome offer,flat,50,50.0,2025-01-19,2025-02-11
CPN0005609,RID0036886,RAINY10,Monsoon special,percentage,10,11.32,2024-04-17,2024-05-17
CPN0005610,RID0036887,WELCOME50,New user welcome offer,flat,50,30.18,2024-07-16,2024-07-29
CPN0005611,RID0036891,FIRST20,First ride discount,percentage,20,7.91,2025-04-17,2025-05-05
CPN0005612,RID0036894,RAINY10,Monsoon special,percentage,10,16.19,2024-01-25,2024-02-20
CPN0005613,RID0036906,LOYAL30,Loyalty reward,flat,30,30.0,2024-06-21,2024-07-12
CPN0005614,RID0036908,FEST100,Festive season offer,flat,100,32.22,2024-10-03,2024-11-01
CPN0005615,RID0036922,WELCOME50,New user welcome offer,flat,50,50.0,2024-10-20,2024-11-13
CPN0005616,RID0036927,RAINY10,Monsoon special,percentage,10,12.99,2025-02-28,2025-03-29
CPN0005617,RID0036935,WEEKEND15,Weekend ride offer,percentage,15,28.81,2024-02-05,2024-02-25
CPN0005618,RID0036939,WELCOME50,New user welcome offer,flat,50,47.4,2025-06-14,2025-07-12
CPN0005619,RID0036944,LOYAL30,Loyalty reward,flat,30,30.0,2024-03-10,2024-04-13
CPN0005620,RID0036946,RAINY10,Monsoon special,percentage,10,3.22,2025-12-16,2026-01-08
CPN0005621,RID0036949,FEST100,Festive season offer,flat,100,18.45,2025-08-01,2025-08-20
CPN0005622,RID0036950,FEST100,Festive season offer,flat,100,25.68,2024-04-23,2024-05-24
CPN0005623,RID0036963,WEEKEND15,Weekend ride offer,percentage,15,6.19,2026-04-04,2026-04-28
CPN0005624,RID0036970,RAINY10,Monsoon special,percentage,10,42.54,2024-08-15,2024-08-31
CPN0005625,RID0036971,LOYAL30,Loyalty reward,flat,30,25.68,2025-11-26,2025-12-23
CPN0005626,RID0036974,FEST100,Festive season offer,flat,100,100.0,2024-09-11,2024-10-04
CPN0005627,RID0036975,LOYAL30,Loyalty reward,flat,30,30.0,2026-05-26,2026-06-10
CPN0005628,RID0036981,FEST100,Festive season offer,flat,100,71.35,2024-11-14,2024-12-10
CPN0005629,RID0036987,LOYAL30,Loyalty reward,flat,30,30.0,2026-06-19,2026-07-17
CPN0005630,RID0036995,RAINY10,Monsoon special,percentage,10,2.3,2023-12-20,2024-01-18
CPN0005631,RID0037004,WEEKEND15,Weekend ride offer,percentage,15,7.7,2025-11-05,2025-11-22
CPN0005632,RID0037014,WELCOME50,New user welcome offer,flat,50,50.0,2025-05-10,2025-06-02
CPN0005633,RID0037021,WEEKEND15,Weekend ride offer,percentage,15,9.3,2025-06-13,2025-07-10
CPN0005634,RID0037027,WEEKEND15,Weekend ride offer,percentage,15,17.93,2026-06-24,2026-07-21
CPN0005635,RID0037028,LOYAL30,Loyalty reward,flat,30,30.0,2026-01-09,2026-01-30
CPN0005636,RID0037034,RAINY10,Monsoon special,percentage,10,46.4,2024-09-25,2024-10-24
CPN0005637,RID0037035,FEST100,Festive season offer,flat,100,52.34,2025-04-03,2025-04-29
CPN0005638,RID0037038,LOYAL30,Loyalty reward,flat,30,11.28,2024-09-28,2024-10-15
CPN0005639,RID0037040,RAINY10,Monsoon special,percentage,10,28.01,2025-10-15,2025-11-12
CPN0005640,RID0037046,LOYAL30,Loyalty reward,flat,30,30.0,2024-09-26,2024-10-08
CPN0005641,RID0037049,RAINY10,Monsoon special,percentage,10,8.3,2024-11-08,2024-12-09
CPN0005642,RID0037052,WEEKEND15,Weekend ride offer,percentage,15,22.88,2024-09-05,2024-09-27
CPN0005643,RID0037068,LOYAL30,Loyalty reward,flat,30,30.0,2023-12-16,2024-01-10
CPN0005644,RID0037072,FEST100,Festive season offer,flat,100,64.5,2024-12-12,2025-01-15
CPN0005645,RID0037087,FEST100,Festive season offer,flat,100,100.0,2025-05-09,2025-06-18
CPN0005646,RID0037092,FEST100,Festive season offer,flat,100,22.86,2026-04-14,2026-04-30
CPN0005647,RID0037100,FIRST20,First ride discount,percentage,20,13.64,2026-01-12,2026-02-17
CPN0005648,RID0037103,WEEKEND15,Weekend ride offer,percentage,15,17.0,2026-04-28,2026-05-12
CPN0005649,RID0037113,FEST100,Festive season offer,flat,100,13.02,2025-06-23,2025-07-18
CPN0005650,RID0037119,FIRST20,First ride discount,percentage,20,67.92,2025-10-10,2025-11-05
CPN0005651,RID0037120,FIRST20,First ride discount,percentage,20,18.94,2024-07-10,2024-07-30
CPN0005652,RID0037122,FEST100,Festive season offer,flat,100,99.45,2024-03-30,2024-04-25
